,Future Connection
"(590, 854)",0.0
"(697, 751)",0.0
"(67, 229)",0.0
"(219, 670)",0.0
"(484, 650)",0.0
"(273, 514)",0.0
"(69, 692)",0.0
"(407, 807)",0.0
"(100, 163)",0.0
"(380, 650)",0.0
"(407, 441)",1.0
"(647, 688)",0.0
"(227, 376)",0.0
"(492, 713)",0.0
"(31, 216)",0.0
"(523, 935)",0.0
"(131, 652)",0.0
"(154, 817)",0.0
"(743, 800)",0.0
"(324, 460)",0.0
"(625, 728)",0.0
"(54, 287)",0.0
"(730, 829)",0.0
"(155, 414)",0.0
"(544, 729)",0.0
"(113, 511)",0.0
"(556, 682)",0.0
"(386, 583)",0.0
"(6, 961)",0.0
"(404, 444)",0.0
"(461, 684)",0.0
"(724, 737)",0.0
"(119, 711)",0.0
"(467, 517)",0.0
"(94, 520)",0.0
"(211, 979)",0.0
"(52, 860)",0.0
"(327, 362)",1.0
"(221, 568)",0.0
"(364, 536)",0.0
"(349, 715)",0.0
"(312, 863)",0.0
"(644, 906)",0.0
"(305, 719)",0.0
"(190, 643)",0.0
"(57, 802)",0.0
"(17, 627)",0.0
"(239, 297)",0.0
"(395, 817)",0.0
"(374, 872)",0.0
"(193, 699)",0.0
"(772, 864)",0.0
"(294, 316)",0.0
"(712, 941)",0.0
"(855, 908)",0.0
"(77, 315)",0.0
"(472, 770)",0.0
"(875, 916)",0.0
"(195, 366)",0.0
"(469, 925)",0.0
"(277, 383)",0.0
"(786, 791)",0.0
"(879, 956)",0.0
"(775, 838)",0.0
"(574, 812)",0.0
"(116, 932)",1.0
"(451, 984)",0.0
"(697, 998)",0.0
"(193, 885)",0.0
"(10, 945)",1.0
"(422, 586)",0.0
"(374, 549)",0.0
"(848, 921)",0.0
"(415, 756)",0.0
"(322, 359)",0.0
"(128, 575)",0.0
"(30, 102)",0.0
"(91, 149)",0.0
"(568, 791)",1.0
"(84, 199)",0.0
"(5, 824)",0.0
"(498, 818)",1.0
"(207, 989)",0.0
"(500, 530)",0.0
"(250, 845)",0.0
"(905, 932)",0.0
"(482, 974)",0.0
"(51, 865)",0.0
"(109, 362)",0.0
"(184, 918)",0.0
"(456, 899)",0.0
"(106, 656)",0.0
"(431, 610)",0.0
"(436, 886)",0.0
"(61, 171)",0.0
"(191, 665)",0.0
"(189, 417)",1.0
"(11, 685)",0.0
"(383, 760)",0.0
"(103, 961)",0.0
"(152, 465)",0.0
"(127, 500)",0.0
"(43, 142)",0.0
"(65, 393)",1.0
"(384, 695)",0.0
"(391, 676)",0.0
"(510, 756)",0.0
"(287, 738)",0.0
"(172, 620)",0.0
"(310, 1004)",0.0
"(28, 662)",0.0
"(654, 719)",0.0
"(130, 414)",0.0
"(515, 809)",0.0
"(415, 854)",0.0
"(23, 348)",0.0
"(626, 763)",0.0
"(271, 276)",0.0
"(136, 1000)",0.0
"(270, 778)",0.0
"(382, 771)",0.0
"(140, 311)",0.0
"(628, 892)",0.0
"(243, 277)",0.0
"(304, 759)",0.0
"(389, 747)",0.0
"(91, 853)",0.0
"(512, 595)",0.0
"(967, 1004)",0.0
"(396, 708)",0.0
"(266, 275)",0.0
"(260, 590)",0.0
"(163, 994)",0.0
"(463, 596)",0.0
"(132, 277)",0.0
"(440, 489)",1.0
"(358, 999)",0.0
"(474, 878)",0.0
"(695, 993)",0.0
"(323, 913)",0.0
"(493, 981)",0.0
"(94, 352)",1.0
"(328, 387)",0.0
"(166, 735)",0.0
"(375, 687)",0.0
"(790, 862)",0.0
"(356, 862)",0.0
"(867, 868)",0.0
"(454, 530)",0.0
"(329, 545)",0.0
"(98, 208)",0.0
"(130, 268)",0.0
"(259, 798)",0.0
"(114, 605)",0.0
"(297, 650)",0.0
"(514, 901)",0.0
"(349, 683)",0.0
"(391, 535)",0.0
"(752, 901)",0.0
"(42, 99)",0.0
"(42, 232)",1.0
"(72, 490)",0.0
"(549, 760)",0.0
"(152, 715)",0.0
"(319, 855)",0.0
"(105, 903)",0.0
"(76, 601)",0.0
"(391, 793)",0.0
"(314, 522)",0.0
"(202, 275)",0.0
"(131, 446)",0.0
"(267, 885)",0.0
"(314, 910)",0.0
"(244, 587)",0.0
"(419, 837)",0.0
"(62, 387)",0.0
"(866, 981)",0.0
"(298, 487)",0.0
"(701, 895)",0.0
"(273, 794)",0.0
"(141, 211)",1.0
"(47, 823)",0.0
"(173, 267)",0.0
"(419, 691)",0.0
"(141, 480)",1.0
"(143, 537)",0.0
"(229, 632)",0.0
"(395, 842)",0.0
"(351, 950)",0.0
"(492, 655)",0.0
"(45, 837)",0.0
"(246, 252)",0.0
"(847, 986)",0.0
"(547, 676)",0.0
"(132, 614)",0.0
"(78, 786)",0.0
"(114, 791)",0.0
"(905, 933)",0.0
"(38, 187)",0.0
"(113, 560)",0.0
"(224, 791)",0.0
"(108, 818)",0.0
"(525, 969)",0.0
"(427, 477)",0.0
"(337, 696)",0.0
"(16, 863)",0.0
"(202, 802)",0.0
"(114, 124)",1.0
"(92, 644)",0.0
"(184, 544)",1.0
"(374, 478)",0.0
"(249, 756)",0.0
"(192, 288)",0.0
"(201, 297)",0.0
"(104, 400)",0.0
"(136, 703)",0.0
"(558, 885)",0.0
"(450, 500)",0.0
"(360, 575)",0.0
"(333, 500)",0.0
"(309, 636)",0.0
"(199, 284)",1.0
"(865, 971)",0.0
"(136, 399)",0.0
"(991, 993)",0.0
"(538, 644)",0.0
"(252, 992)",0.0
"(358, 368)",0.0
"(37, 124)",0.0
"(12, 736)",0.0
"(48, 667)",0.0
"(270, 849)",0.0
"(346, 373)",0.0
"(211, 678)",0.0
"(112, 203)",0.0
"(270, 574)",0.0
"(19, 204)",0.0
"(41, 578)",0.0
"(388, 659)",0.0
"(210, 557)",0.0
"(164, 640)",0.0
"(82, 381)",1.0
"(41, 454)",0.0
"(574, 779)",0.0
"(786, 990)",0.0
"(553, 696)",0.0
"(363, 694)",0.0
"(7, 641)",0.0
"(475, 736)",0.0
"(130, 615)",0.0
"(593, 733)",0.0
"(746, 932)",0.0
"(234, 886)",0.0
"(512, 653)",0.0
"(621, 989)",0.0
"(186, 278)",1.0
"(65, 601)",0.0
"(556, 847)",0.0
"(41, 309)",0.0
"(645, 972)",0.0
"(159, 996)",0.0
"(328, 908)",0.0
"(641, 829)",0.0
"(699, 874)",0.0
"(346, 384)",0.0
"(704, 786)",0.0
"(166, 261)",1.0
"(754, 890)",0.0
"(1, 547)",0.0
"(537, 917)",0.0
"(279, 740)",0.0
"(255, 730)",0.0
"(268, 396)",0.0
"(457, 647)",0.0
"(220, 546)",0.0
"(78, 943)",0.0
"(146, 897)",0.0
"(235, 685)",0.0
"(78, 495)",0.0
"(271, 961)",0.0
"(7, 133)",1.0
"(215, 967)",0.0
"(204, 701)",0.0
"(758, 807)",0.0
"(35, 342)",0.0
"(164, 922)",0.0
"(147, 798)",0.0
"(309, 368)",0.0
"(982, 1004)",0.0
"(271, 884)",0.0
"(537, 644)",0.0
"(187, 192)",0.0
"(206, 335)",0.0
"(895, 954)",0.0
"(521, 872)",0.0
"(190, 911)",0.0
"(644, 763)",0.0
"(132, 579)",0.0
"(124, 144)",0.0
"(723, 961)",0.0
"(602, 874)",0.0
"(31, 346)",0.0
"(78, 109)",0.0
"(98, 416)",0.0
"(489, 490)",1.0
"(25, 939)",0.0
"(96, 280)",1.0
"(646, 807)",0.0
"(327, 707)",0.0
"(66, 503)",0.0
"(356, 675)",0.0
"(430, 478)",0.0
"(774, 817)",0.0
"(358, 399)",0.0
"(174, 1003)",0.0
"(12, 784)",0.0
"(425, 953)",0.0
"(84, 927)",0.0
"(159, 435)",0.0
"(438, 893)",0.0
"(94, 149)",0.0
"(161, 409)",1.0
"(40, 549)",0.0
"(464, 837)",1.0
"(714, 807)",1.0
"(897, 902)",0.0
"(211, 385)",0.0
"(869, 994)",0.0
"(532, 536)",0.0
"(53, 515)",1.0
"(658, 919)",0.0
"(184, 619)",0.0
"(321, 539)",0.0
"(287, 607)",0.0
"(548, 914)",0.0
"(100, 615)",0.0
"(537, 645)",0.0
"(407, 457)",0.0
"(487, 964)",0.0
"(156, 204)",0.0
"(375, 463)",0.0
"(35, 81)",1.0
"(450, 853)",0.0
"(2, 168)",0.0
"(283, 400)",1.0
"(99, 682)",0.0
"(292, 527)",0.0
"(409, 589)",0.0
"(181, 899)",0.0
"(903, 951)",0.0
"(356, 931)",0.0
"(414, 688)",0.0
"(348, 598)",0.0
"(124, 917)",0.0
"(9, 302)",0.0
"(572, 995)",0.0
"(159, 445)",0.0
"(82, 746)",0.0
"(356, 973)",0.0
"(522, 629)",0.0
"(148, 1003)",0.0
"(6, 991)",0.0
"(487, 605)",0.0
"(229, 643)",0.0
"(287, 689)",0.0
"(83, 388)",0.0
"(377, 549)",1.0
"(240, 439)",0.0
"(442, 647)",0.0
"(72, 169)",0.0
"(213, 773)",0.0
"(4, 245)",1.0
"(345, 843)",0.0
"(36, 384)",0.0
"(461, 806)",0.0
"(712, 728)",0.0
"(132, 512)",0.0
"(305, 588)",0.0
"(495, 687)",0.0
"(150, 343)",0.0
"(52, 287)",0.0
"(514, 976)",0.0
"(114, 824)",0.0
"(480, 740)",0.0
"(342, 842)",0.0
"(117, 427)",0.0
"(300, 844)",0.0
"(386, 391)",1.0
"(329, 623)",0.0
"(828, 893)",0.0
"(321, 878)",0.0
"(327, 935)",0.0
"(205, 350)",1.0
"(530, 996)",0.0
"(207, 687)",0.0
"(792, 905)",0.0
"(85, 786)",0.0
"(325, 987)",0.0
"(822, 942)",0.0
"(739, 928)",0.0
"(53, 212)",0.0
"(514, 763)",0.0
"(460, 890)",0.0
"(494, 672)",0.0
"(534, 807)",0.0
"(223, 420)",1.0
"(94, 126)",0.0
"(591, 602)",0.0
"(152, 1000)",0.0
"(86, 475)",0.0
"(191, 944)",0.0
"(631, 774)",0.0
"(471, 806)",0.0
"(395, 981)",0.0
"(338, 875)",0.0
"(167, 686)",0.0
"(38, 689)",0.0
"(783, 920)",0.0
"(262, 874)",0.0
"(268, 573)",0.0
"(207, 848)",0.0
"(16, 227)",0.0
"(266, 780)",0.0
"(496, 1000)",0.0
"(617, 681)",0.0
"(110, 800)",0.0
"(203, 880)",0.0
"(441, 633)",0.0
"(319, 442)",0.0
"(619, 868)",0.0
"(109, 347)",0.0
"(440, 451)",0.0
"(435, 787)",0.0
"(247, 920)",0.0
"(627, 948)",0.0
"(470, 721)",0.0
"(26, 432)",0.0
"(365, 669)",0.0
"(700, 736)",0.0
"(104, 926)",0.0
"(278, 810)",0.0
"(735, 913)",0.0
"(212, 609)",0.0
"(265, 276)",0.0
"(61, 780)",0.0
"(186, 330)",0.0
"(597, 815)",0.0
"(33, 951)",0.0
"(88, 608)",0.0
"(156, 803)",0.0
"(291, 388)",0.0
"(246, 248)",0.0
"(86, 842)",0.0
"(201, 711)",0.0
"(252, 501)",0.0
"(40, 682)",0.0
"(571, 775)",0.0
"(695, 721)",0.0
"(50, 997)",0.0
"(39, 972)",0.0
"(363, 697)",0.0
"(17, 623)",0.0
"(26, 596)",0.0
"(923, 941)",0.0
"(269, 983)",0.0
"(118, 794)",0.0
"(24, 293)",0.0
"(348, 831)",0.0
"(544, 690)",1.0
"(349, 583)",0.0
"(304, 945)",0.0
"(130, 895)",0.0
"(284, 595)",0.0
"(12, 968)",0.0
"(202, 733)",0.0
"(509, 525)",0.0
"(340, 911)",0.0
"(294, 537)",0.0
"(2, 278)",0.0
"(345, 726)",1.0
"(638, 926)",0.0
"(216, 845)",0.0
"(310, 864)",0.0
"(143, 659)",0.0
"(208, 330)",0.0
"(97, 223)",0.0
"(36, 224)",0.0
"(296, 914)",0.0
"(818, 900)",0.0
"(534, 1004)",0.0
"(80, 931)",0.0
"(190, 270)",0.0
"(495, 597)",0.0
"(589, 719)",0.0
"(295, 612)",0.0
"(25, 664)",0.0
"(419, 656)",0.0
"(648, 835)",0.0
"(67, 618)",0.0
"(204, 506)",0.0
"(706, 851)",0.0
"(339, 834)",0.0
"(122, 142)",0.0
"(543, 821)",0.0
"(598, 939)",0.0
"(246, 407)",1.0
"(142, 565)",0.0
"(239, 874)",0.0
"(341, 946)",0.0
"(276, 441)",0.0
"(214, 282)",1.0
"(776, 971)",0.0
"(110, 350)",0.0
"(39, 41)",1.0
"(216, 775)",0.0
"(241, 445)",0.0
"(444, 927)",0.0
"(845, 940)",0.0
"(223, 498)",0.0
"(66, 467)",0.0
"(483, 959)",0.0
"(601, 688)",0.0
"(452, 579)",0.0
"(190, 642)",1.0
"(253, 965)",0.0
"(66, 154)",0.0
"(772, 853)",0.0
"(635, 698)",0.0
"(49, 935)",0.0
"(235, 737)",0.0
"(371, 486)",1.0
"(269, 538)",0.0
"(312, 442)",0.0
"(187, 504)",0.0
"(421, 736)",0.0
"(505, 588)",0.0
"(192, 812)",1.0
"(51, 931)",0.0
"(323, 571)",0.0
"(264, 439)",0.0
"(139, 565)",0.0
"(359, 634)",0.0
"(320, 488)",0.0
"(96, 260)",1.0
"(143, 833)",0.0
"(171, 945)",0.0
"(129, 835)",1.0
"(165, 435)",0.0
"(55, 662)",0.0
"(466, 654)",0.0
"(614, 876)",0.0
"(431, 469)",0.0
"(24, 845)",0.0
"(101, 104)",0.0
"(591, 672)",0.0
"(259, 838)",0.0
"(14, 688)",0.0
"(327, 754)",0.0
"(800, 848)",0.0
"(300, 822)",0.0
"(203, 806)",0.0
"(370, 603)",0.0
"(730, 743)",0.0
"(293, 728)",0.0
"(646, 958)",0.0
"(556, 697)",0.0
"(237, 636)",0.0
"(263, 418)",0.0
"(345, 719)",0.0
"(209, 488)",0.0
"(124, 516)",0.0
"(552, 568)",0.0
"(241, 500)",0.0
"(309, 674)",0.0
"(404, 534)",0.0
"(100, 388)",0.0
"(49, 864)",0.0
"(590, 874)",0.0
"(112, 437)",0.0
"(274, 386)",0.0
"(597, 938)",0.0
"(6, 539)",0.0
"(113, 326)",1.0
"(43, 215)",0.0
"(407, 628)",0.0
"(394, 744)",0.0
"(519, 896)",0.0
"(274, 946)",0.0
"(460, 555)",0.0
"(200, 878)",0.0
"(313, 715)",0.0
"(66, 174)",0.0
"(146, 296)",0.0
"(312, 936)",0.0
"(295, 416)",0.0
"(183, 246)",0.0
"(70, 147)",0.0
"(626, 834)",0.0
"(146, 259)",0.0
"(426, 707)",1.0
"(28, 774)",0.0
"(301, 685)",0.0
"(244, 624)",0.0
"(177, 353)",0.0
"(171, 249)",1.0
"(439, 753)",0.0
"(18, 662)",0.0
"(147, 203)",0.0
"(106, 407)",0.0
"(23, 974)",0.0
"(129, 311)",0.0
"(807, 907)",0.0
"(143, 953)",0.0
"(513, 723)",0.0
"(497, 559)",0.0
"(80, 962)",0.0
"(179, 500)",0.0
"(434, 744)",0.0
"(267, 969)",0.0
"(560, 763)",0.0
"(113, 336)",1.0
"(662, 806)",0.0
"(167, 795)",0.0
"(212, 335)",0.0
"(194, 551)",0.0
"(319, 546)",0.0
"(343, 565)",0.0
"(107, 965)",0.0
"(429, 858)",0.0
"(382, 721)",0.0
"(636, 776)",0.0
"(527, 959)",0.0
"(22, 729)",0.0
"(509, 998)",0.0
"(241, 759)",0.0
"(680, 978)",0.0
"(281, 339)",0.0
"(130, 551)",0.0
"(456, 769)",0.0
"(65, 885)",0.0
"(150, 580)",0.0
"(100, 777)",0.0
"(419, 978)",0.0
"(476, 804)",0.0
"(288, 330)",0.0
"(39, 115)",1.0
"(10, 217)",0.0
"(223, 499)",0.0
"(550, 633)",0.0
"(630, 660)",0.0
"(275, 853)",0.0
"(424, 898)",0.0
"(19, 603)",0.0
"(11, 512)",0.0
"(409, 888)",0.0
"(196, 496)",0.0
"(335, 977)",0.0
"(482, 981)",0.0
"(160, 543)",1.0
"(287, 407)",0.0
"(464, 815)",0.0
"(57, 894)",0.0
"(50, 964)",0.0
"(234, 735)",0.0
"(142, 685)",1.0
"(387, 627)",0.0
"(124, 737)",0.0
"(27, 85)",0.0
"(103, 105)",1.0
"(282, 520)",1.0
"(55, 450)",0.0
"(707, 941)",0.0
"(358, 892)",0.0
"(561, 695)",0.0
"(304, 898)",0.0
"(273, 840)",0.0
"(722, 733)",0.0
"(879, 968)",0.0
"(241, 710)",0.0
"(462, 891)",0.0
"(360, 442)",0.0
"(244, 691)",0.0
"(198, 256)",1.0
"(338, 749)",0.0
"(561, 660)",0.0
"(325, 332)",0.0
"(233, 602)",0.0
"(57, 307)",0.0
"(16, 486)",1.0
"(578, 669)",0.0
"(357, 765)",0.0
"(402, 605)",0.0
"(771, 859)",0.0
"(459, 777)",0.0
"(330, 933)",0.0
"(609, 824)",0.0
"(155, 778)",0.0
"(11, 456)",0.0
"(710, 863)",0.0
"(270, 806)",1.0
"(253, 476)",0.0
"(34, 421)",0.0
"(416, 960)",0.0
"(215, 830)",0.0
"(442, 715)",0.0
"(222, 989)",0.0
"(212, 594)",0.0
"(254, 342)",1.0
"(129, 590)",0.0
"(479, 853)",0.0
"(4, 164)",1.0
"(619, 677)",0.0
"(96, 563)",0.0
"(738, 891)",0.0
"(17, 531)",1.0
"(40, 99)",0.0
"(630, 738)",0.0
"(45, 440)",0.0
"(98, 510)",0.0
"(29, 820)",1.0
"(116, 117)",0.0
"(781, 797)",0.0
"(185, 437)",0.0
"(275, 824)",0.0
"(68, 801)",0.0
"(336, 954)",0.0
"(382, 952)",0.0
"(445, 648)",0.0
"(812, 936)",0.0
"(471, 576)",0.0
"(519, 952)",0.0
"(758, 915)",0.0
"(639, 735)",0.0
"(42, 222)",1.0
"(263, 343)",0.0
"(61, 486)",1.0
"(194, 561)",0.0
"(361, 636)",0.0
"(238, 640)",0.0
"(275, 412)",0.0
"(604, 692)",0.0
"(392, 598)",0.0
"(595, 674)",0.0
"(338, 505)",0.0
"(441, 501)",1.0
"(24, 84)",0.0
"(430, 491)",0.0
"(95, 975)",0.0
"(696, 721)",0.0
"(35, 150)",0.0
"(545, 784)",0.0
"(102, 415)",0.0
"(312, 367)",0.0
"(447, 869)",0.0
"(700, 867)",0.0
"(684, 696)",0.0
"(108, 799)",0.0
"(274, 296)",0.0
"(34, 467)",0.0
"(107, 235)",1.0
"(326, 526)",1.0
"(814, 890)",0.0
"(42, 262)",0.0
"(696, 740)",0.0
"(504, 880)",0.0
"(295, 727)",0.0
"(630, 925)",0.0
"(266, 637)",0.0
"(810, 963)",0.0
"(891, 972)",0.0
"(173, 600)",0.0
"(34, 913)",0.0
"(96, 360)",0.0
"(251, 300)",0.0
"(29, 885)",0.0
"(345, 919)",0.0
"(504, 704)",0.0
"(7, 35)",0.0
"(787, 789)",0.0
"(807, 905)",0.0
"(297, 849)",0.0
"(834, 907)",0.0
"(359, 657)",0.0
"(705, 899)",0.0
"(594, 936)",0.0
"(806, 842)",0.0
"(206, 224)",0.0
"(494, 627)",0.0
"(237, 619)",0.0
"(96, 190)",0.0
"(493, 895)",0.0
"(370, 501)",0.0
"(362, 524)",0.0
"(587, 682)",0.0
"(455, 885)",0.0
"(450, 885)",0.0
"(229, 253)",0.0
"(45, 999)",0.0
"(240, 461)",0.0
"(841, 976)",0.0
"(115, 290)",1.0
"(90, 914)",0.0
"(109, 326)",0.0
"(301, 940)",0.0
"(504, 735)",0.0
"(175, 384)",0.0
"(337, 769)",0.0
"(80, 153)",1.0
"(740, 956)",0.0
"(652, 981)",0.0
"(114, 381)",0.0
"(579, 874)",0.0
"(857, 907)",0.0
"(289, 893)",0.0
"(356, 752)",0.0
"(19, 238)",1.0
"(503, 919)",0.0
"(221, 512)",0.0
"(290, 731)",0.0
"(70, 972)",0.0
"(623, 707)",0.0
"(195, 385)",0.0
"(434, 811)",0.0
"(290, 721)",0.0
"(436, 811)",0.0
"(35, 705)",0.0
"(471, 621)",0.0
"(136, 205)",0.0
"(10, 104)",0.0
"(230, 272)",0.0
"(308, 364)",1.0
"(155, 327)",1.0
"(338, 801)",0.0
"(204, 312)",1.0
"(262, 780)",0.0
"(114, 393)",1.0
"(550, 646)",0.0
"(346, 801)",0.0
"(46, 393)",1.0
"(449, 587)",0.0
"(171, 602)",0.0
"(306, 630)",0.0
"(859, 925)",0.0
"(208, 241)",0.0
"(207, 703)",0.0
"(57, 164)",1.0
"(285, 442)",0.0
"(196, 466)",0.0
"(185, 420)",0.0
"(171, 478)",0.0
"(136, 650)",0.0
"(765, 895)",0.0
"(1, 837)",0.0
"(4, 388)",0.0
"(541, 784)",0.0
"(601, 915)",0.0
"(554, 738)",0.0
"(538, 893)",0.0
"(584, 665)",0.0
"(296, 792)",0.0
"(172, 993)",0.0
"(140, 302)",0.0
"(257, 280)",1.0
"(447, 715)",0.0
"(839, 998)",0.0
"(414, 917)",0.0
"(190, 723)",1.0
"(34, 404)",0.0
"(288, 759)",0.0
"(343, 806)",0.0
"(633, 781)",0.0
"(316, 871)",0.0
"(461, 778)",0.0
"(690, 905)",0.0
"(262, 682)",1.0
"(309, 946)",0.0
"(423, 995)",0.0
"(217, 653)",0.0
"(246, 984)",0.0
"(266, 599)",0.0
"(462, 793)",0.0
"(552, 858)",0.0
"(720, 793)",0.0
"(383, 785)",0.0
"(493, 949)",0.0
"(475, 952)",0.0
"(372, 456)",0.0
"(312, 404)",1.0
"(255, 397)",0.0
"(516, 785)",0.0
"(443, 983)",0.0
"(537, 646)",0.0
"(932, 972)",0.0
"(379, 521)",0.0
"(529, 605)",0.0
"(142, 260)",0.0
"(181, 479)",0.0
"(37, 702)",0.0
"(211, 482)",0.0
"(407, 690)",0.0
"(531, 823)",0.0
"(199, 794)",0.0
"(725, 847)",1.0
"(252, 798)",0.0
"(3, 319)",0.0
"(133, 288)",0.0
"(109, 911)",0.0
"(287, 674)",0.0
"(3, 900)",0.0
"(47, 950)",0.0
"(261, 617)",0.0
"(683, 838)",0.0
"(614, 964)",0.0
"(38, 420)",1.0
"(130, 362)",0.0
"(343, 844)",0.0
"(747, 769)",0.0
"(3, 684)",0.0
"(306, 884)",0.0
"(876, 939)",0.0
"(128, 841)",0.0
"(170, 885)",0.0
"(125, 985)",0.0
"(162, 444)",0.0
"(653, 899)",0.0
"(355, 363)",1.0
"(392, 777)",0.0
"(263, 571)",0.0
"(140, 514)",1.0
"(308, 669)",0.0
"(283, 692)",0.0
"(572, 831)",0.0
"(475, 895)",0.0
"(148, 428)",0.0
"(270, 900)",0.0
"(501, 925)",0.0
"(78, 205)",1.0
"(33, 927)",0.0
"(51, 352)",1.0
"(652, 740)",0.0
"(92, 435)",0.0
"(69, 810)",0.0
"(85, 931)",0.0
"(410, 625)",0.0
"(236, 965)",0.0
"(132, 578)",0.0
"(251, 823)",1.0
"(303, 615)",1.0
"(476, 1004)",0.0
"(462, 536)",0.0
"(39, 406)",0.0
"(763, 789)",0.0
"(73, 896)",0.0
"(349, 789)",0.0
"(245, 540)",0.0
"(433, 742)",0.0
"(145, 489)",1.0
"(175, 976)",0.0
"(40, 942)",0.0
"(262, 855)",0.0
"(50, 61)",0.0
"(163, 835)",0.0
"(741, 787)",0.0
"(519, 690)",0.0
"(212, 805)",0.0
"(189, 424)",1.0
"(256, 298)",1.0
"(436, 493)",0.0
"(57, 474)",0.0
"(7, 756)",0.0
"(527, 964)",0.0
"(665, 781)",0.0
"(179, 648)",0.0
"(255, 498)",0.0
"(301, 670)",0.0
"(571, 891)",0.0
"(789, 924)",0.0
"(35, 375)",1.0
"(751, 874)",0.0
"(650, 670)",0.0
"(134, 187)",0.0
"(179, 864)",0.0
"(16, 910)",0.0
"(122, 902)",0.0
"(385, 878)",0.0
"(788, 958)",0.0
"(563, 944)",1.0
"(238, 784)",0.0
"(192, 339)",0.0
"(272, 370)",0.0
"(835, 857)",0.0
"(62, 596)",0.0
"(151, 974)",0.0
"(559, 601)",0.0
"(846, 944)",0.0
"(381, 859)",0.0
"(229, 610)",0.0
"(282, 749)",0.0
"(141, 881)",0.0
"(596, 996)",0.0
"(341, 797)",0.0
"(561, 597)",0.0
"(278, 761)",0.0
"(128, 777)",0.0
"(276, 305)",0.0
"(256, 805)",0.0
"(529, 639)",0.0
"(293, 633)",0.0
"(419, 534)",1.0
"(581, 965)",0.0
"(493, 991)",0.0
"(87, 579)",0.0
"(129, 266)",1.0
"(763, 915)",0.0
"(187, 315)",0.0
"(239, 592)",0.0
"(792, 944)",0.0
"(544, 567)",0.0
"(674, 916)",0.0
"(537, 743)",0.0
"(95, 514)",0.0
"(332, 951)",1.0
"(167, 973)",0.0
"(143, 270)",0.0
"(596, 674)",0.0
"(777, 965)",0.0
"(56, 601)",1.0
"(56, 456)",0.0
"(381, 400)",0.0
"(245, 544)",0.0
"(211, 564)",1.0
"(510, 537)",0.0
"(743, 950)",0.0
"(444, 848)",0.0
"(582, 918)",0.0
"(134, 324)",0.0
"(447, 962)",0.0
"(894, 900)",0.0
"(432, 718)",0.0
"(550, 950)",1.0
"(333, 696)",0.0
"(158, 855)",0.0
"(10, 152)",1.0
"(213, 412)",0.0
"(309, 579)",0.0
"(478, 664)",0.0
"(37, 836)",0.0
"(360, 440)",0.0
"(689, 826)",0.0
"(355, 995)",0.0
"(530, 686)",0.0
"(141, 305)",0.0
"(274, 610)",0.0
"(227, 452)",0.0
"(678, 864)",0.0
"(376, 857)",0.0
"(157, 837)",0.0
"(689, 996)",0.0
"(338, 556)",0.0
"(95, 738)",1.0
"(38, 271)",0.0
"(414, 557)",0.0
"(170, 530)",0.0
"(274, 717)",0.0
"(484, 510)",0.0
"(889, 964)",0.0
"(672, 847)",0.0
"(177, 527)",0.0
"(891, 929)",0.0
"(101, 830)",0.0
"(642, 746)",0.0
"(333, 720)",0.0
"(526, 599)",0.0
"(300, 606)",0.0
"(684, 954)",0.0
"(557, 937)",0.0
"(117, 953)",0.0
"(485, 847)",1.0
"(230, 316)",0.0
"(319, 327)",0.0
"(644, 775)",0.0
"(538, 737)",0.0
"(88, 914)",0.0
"(789, 828)",0.0
"(226, 813)",0.0
"(176, 862)",1.0
"(158, 953)",0.0
"(584, 624)",0.0
"(569, 732)",0.0
"(163, 188)",1.0
"(545, 805)",1.0
"(23, 322)",0.0
"(171, 822)",0.0
"(561, 571)",0.0
"(18, 997)",0.0
"(732, 934)",0.0
"(188, 628)",0.0
"(14, 960)",0.0
"(633, 711)",0.0
"(473, 684)",0.0
"(653, 935)",0.0
"(354, 400)",0.0
"(35, 379)",1.0
"(190, 226)",1.0
"(0, 571)",0.0
"(385, 762)",0.0
"(602, 977)",0.0
"(261, 900)",1.0
"(218, 850)",0.0
"(155, 202)",0.0
"(3, 591)",0.0
"(542, 855)",0.0
"(466, 859)",1.0
"(218, 475)",0.0
"(523, 983)",0.0
"(180, 669)",0.0
"(75, 185)",0.0
"(550, 651)",0.0
"(350, 783)",0.0
"(550, 924)",0.0
"(487, 621)",0.0
"(797, 889)",0.0
"(730, 961)",0.0
"(50, 969)",0.0
"(807, 955)",0.0
"(25, 712)",0.0
"(168, 283)",1.0
"(620, 761)",0.0
"(103, 625)",0.0
"(579, 812)",1.0
"(715, 945)",0.0
"(711, 979)",0.0
"(262, 489)",0.0
"(79, 403)",0.0
"(587, 986)",0.0
"(634, 734)",0.0
"(767, 788)",0.0
"(562, 921)",0.0
"(138, 516)",0.0
"(403, 870)",0.0
"(367, 940)",0.0
"(105, 639)",0.0
"(182, 683)",0.0
"(67, 685)",0.0
"(169, 918)",0.0
"(53, 378)",0.0
"(463, 739)",0.0
"(7, 817)",0.0
"(269, 1001)",0.0
"(601, 778)",0.0
"(238, 403)",0.0
"(603, 873)",0.0
"(521, 908)",0.0
"(202, 289)",0.0
"(150, 458)",0.0
"(623, 628)",0.0
"(259, 404)",0.0
"(198, 403)",0.0
"(29, 746)",0.0
"(262, 491)",0.0
"(575, 589)",0.0
"(774, 873)",0.0
"(121, 884)",0.0
"(808, 931)",0.0
"(486, 830)",0.0
