,name,grape,region,variety,rating,notes
19792,Donnafugata Ben Rye (375ML half-bottle) 2009,,"Sicily, Italy",,94.0,"A particularly positive vintage producing grapes of an exceptional quality entirely appreciable in this Ben Rye 2009, a wine of great complexity, harmony and elegance, iconic of the heroic viticulture of Pantelleria. "
19793,Donnafugata Ben Rye (375ML half-bottle) 2010,,"Sicily, Italy",,94.0,"Ben Rye 2010 is bright golden in color with amber glints; to the nose its refined aroma shows notes of apricot, candied orange zest, fig, orange blossoms, aromatic and Mediterranean herbs. To the palate it is soft and enveloping and its sweetness is perfectly balanced by a sapid, crisp vein. Complex and elegant it displays a very long aromatic persistence. "
19794,Donnafugata Ben Rye (375ML half-bottle) 2011,,"Sicily, Italy",,93.0,"The color is bright golden with amber glints; to the nose it shows notes of apricot, fig, date, candied citrus and Mediterranean maquis. In the mouth its sweetness is perfectly balanced by freshness and minerality. Very long aromatic persistence. A wine of great complexity, harmony and elegance, iconic of the heroic viticulture of Pantelleria."
19795,Donnafugata Ben Rye (375ML half-bottle) 2012,,"Sicily, Italy",,92.0,"Bright amber, Ben Ryé 2012 shows an ample and round bouquet characterized by pleasant mineral hints: balsamic and salty scents combine with the classic aromas of fresh apricots and candied orange peel. Mineral notes, more intense on the palate, together with a fresh vein of acidity, enliven the caressing sweetness of this Passito di Pantelleria. A complex and rewarding wine that surprises with its very long persistence."
19796,Donnafugata Ben Rye (375ML half-bottle) 2013,,"Sicily, Italy",,91.0,"The color is bright golden with amber glints; to the nose it shows notes of apricot, fig, date, candied citrus and Mediterranean maquis. In the mouth its sweetness is perfectly balanced by freshness and minerality. Very long aromatic persistence. A wine of great complexity, harmony and elegance, iconic of the heroic viticulture of Pantelleria."
19797,Donnafugata Ben Rye (375ML half-bottle) 2014,,"Sicily, Italy",,93.0,"Brilliant amber, Ben Rye 2014 surprises with it freshness and complexity. The bouquet is intense and fragrant: typical aromas of apricots and candied citrus zest combined with balsamic scents of Mediterranean scrub and sweet notes of honey and fresh figs. The palate is well defined and intense, with pleasant sweetness well balanced by a fresh vein of acidity and lively sapidity. It finishes with a lingering persistence. A captivating Passito di Pantelleria, one of the most appreciated Italian sweet wines in the world. "
19798,Donnafugata Ben Rye (375ML half-bottle) 2015,,"Sicily, Italy",,93.0,#68 
19799,Donnafugata Chiaranda Chardonnay 2011,,"Sicily, Italy",White Wine,91.0,"Chiaranda 2011 is golden yellow. The nose is characterized by an ample and varied bouquet. The base of that is yellow pulp fruit, combined with delicate hints of white flowers, completed by notes of spice, vanilla, pepper, and aromatic herbs. Long and persistent, the palate perfectly reflects the nose, enlivened by a fresh savory and mineral note. A white with great personality and elegance, with great aging potential."
19800,Donnafugata Chiaranda Chardonnay 2012,,"Sicily, Italy",White Wine,90.0,"Golden yellow. The nose is characterized by an ample and varied bouquet: the base is that of yellow pulp fruit, combined with delicate hints of white flowers, completed by notes of spice (vanilla and gray pepper) and aromatic herbs (sage). Long and persistent, the palate perfectly reflects the nose, enlivened by a fresh savory and mineral note. A white with great personality and elegance, with great aging potential."
19801,Donnafugata Mille e una Notte 2010,,"Sicily, Italy",Red Wine,95.0,"An intense and enveloping bouquet, Mille e una Notte 2010 opens with notes of red fruit (plums and ripe cherries) enriched by fine spicy hints of black pepper and chocolate. The palate is ample, it perfectly reflects the nose, with soft and elegant tannins. A long and caressing persistence on the finish: a Mille e una Notte 2010 with great personality that brings immediate pleasure. "
19802,Donnafugata Mille e una Notte 2011,,"Sicily, Italy",Red Wine,90.0,"Mille e una Notte - the standard-bearer of Donnafugata red wines - offers a further proof of elegance and complexity. It is of an intense ruby red color; the nose opens to ripe cherries and mulberries merging with delicate hints of eucalyptus; the taste is round, with a structured and caressing tannin; very persistent."
19803,Donnafugata Sedara 2008,,"Sicily, Italy",Red Wine,89.0,"With the new vintage Sedàra continues its evolution from mono-varietal to a wine expressing and synthesizing the territory. To Nero d'Avola (a grape that still prevails in the blend, with a bit more than 50%) are added some of the international grapes (Merlot, Cabernet Sauvignon, Syrah) grown on the winery's estates. Additions that give the wine pleasant complexity and intensity. Refinement for 9 months in cement vats. Appealing and informal, with intense notes of red fruit on a background of spices, Sedàra is suited to casually convivial occasions and a fine match for pizza and barbecue, lasagna and tuna."
19804,Donnafugata Sherazade 2016,,"Sicily, Italy",Red Wine,90.0,"Sherazade 2016 has a brilliant ruby red color with violet reflections. The nose offers a pleasantly fruity bouquet with fragrant notes of cherry and red plum, combined with light spicy scents of black pepper. The palate is fleshy and perfectly reflects the nose, pleasantly refreshed by acidic verve. A fragrant red, soft tannins, perfect to sip from the glass. "
19805,Donnafugata SurSur Grillo 2015,,"Sicily, Italy",White Wine,91.0,"Brilliant straw yellow color. On the nose, the 2015 SurSur offers notes of white fruit, especially peach, combined with intriguing aromas of wild flowers and cut grass. The palate is soft and fragrant and offers a perfect harmony between aroma and taste. "
19806,Donnafugata SurSur Grillo 2016,,"Sicily, Italy",White Wine,90.0,"Brilliant straw yellow, on the nose SurSur 2016 offers a fresh bouquet with fruity notes of white peaches combined with scents of elderflowers and rosemary. A soft palate, the fruity notes return combined with pleasant freshness."
19807,Donnafugata SurSur Grillo 2017,,"Sicily, Italy",White Wine,90.0,"Brilliant straw yellow in color, SurSur 2017 offers a fresh bouquet with notes of tropical fruit combined with scents of wildflowers. On the palate, the fruity notes return combined with pleasant freshness. "
19808,Donnafugata Tancredi 2006,,"Sicily, Italy",Red Wine,91.0,"An excellent year for the Nero d'Avola and Cabernet Sauvignon destined for this Tancredi, in respective proportions of 70% and 30%. Matured for 14 months in oak and refined for over a year in the bottle. An expression of great elegance and balance. The wood is perfectly integrated, the tannins are ""gentle"", well-balanced, complex and never intrusive. A memorably harmonious Tancredi 2006."
19809,Donnafugata Tancredi 2007,,"Sicily, Italy",Red Wine,89.0,"The two varieties fuse in fine style.  The Cabernet gives the Nero d'Avola a touch of mint, enriching its substantial supply of scents.  Notes of licorice, cacao, cherries and bilberries against a sweetish background.  The flavors are well-structured, full, absorbing and remarkably persistent. "
19810,Donnafugata Tancredi 2008,,"Sicily, Italy",Red Wine,93.0,"The 2008 vintage of Tancredi confirms the quality and elegance acknowledged by its admirers in the Italian panorama of great red wines. Cabernet Sauvignon still brings great elegance and longevity, thanks to firm and velvety tannins. Nero d'Avola maintains its importance and stands out with fruity (cherry and sour cherry) and spicy notes. Tannat enhances the fruity component while adding a great polyphenolic structure rich in tannins: a variety ideal for long-aging wines."
19811,Donnafugata Tancredi 2009,,"Sicily, Italy",Red Wine,90.0,"Ruby red, complex and elegant, Tancredi 2009 offers a deep bouquet of red fruit, especially morello cherries, merging with sweet graphite scents, followed by balsamic and spicy hints (tobacco, cocoa and licorice). The palate perfectly reflects the nose, it is soft and round, well balanced by noble and elegant tannins."
19812,Donnafugata Tancredi 2010,,"Sicily, Italy",Red Wine,91.0,"Ruby red, complex and elegant, Tancredi offers a deep bouquet, aromas of red fruit, especially morello cherries, merge with sweet graphite scents, followed by balsamic and spicy hints (tobacco, cocoa and liquorice). The palate perfectly reflects the nose, it is soft and round, well balanced by noble and elegant tannins."
19813,Donnafugata Tancredi 2011,,"Sicily, Italy",Red Wine,91.0,"Ruby red, complex and elegant, Tancredi offers a deep bouquet, aromas of red fruit, especially morello cherries, merge with sweet graphite scents, followed by balsamic and spicy hints (tobacco, cocoa and liquorice). The palate perfectly reflects the nose, it is soft and round, well balanced by noble and elegant tannins."
19814,Donnafugata Tancredi 2012,,"Sicily, Italy",Red Wine,91.0,"Deep red, Tancredi 2012 is characterized by a fragrant bouquet, notes of red fruit and dark berry fruit combined with scents of liquorice and sweet tobacco. In the mouth the tannins are soft and well integrated. An enveloping and persistent finish."
19815,Donnhoff Niederhauser Hermannshohle Auslese 2002,,"Nahe, Germany",White Wine,92.0,"A magnificent, noble sweet Auslese, exotic fruit in harmony with a divine minerally Riesling acidity."
19816,Donnhoff Niederhauser Hermannshohle Spatlese 2001,,Germany,White Wine,97.0,"Extraordinary fragrance and a taut, snappy beautiful wine."
19817,Donnhoff Niederhauser Hermannshohle Spatlese 2002,,Germany,White Wine,91.0,"A perfect, steep southern slope with soils consisting of blackish grey slate and volcanic elements, extremely rich in minerals. Legendary, best-rated vineyard in the entire Nahe region. Noble, classic Spätlese, full rich fruits on the nose and, despite its impressive intensity, dancingly elegant and buoyant."
19818,Donnhoff Niederhauser Hermannshohle Spatlese 2004,,"Nahe, Germany",White Wine,92.0,"Noble, classic Spatlese, full rich fruits on the nose and, despite its impressive intensity, dancingly elegant and buoyant."
19819,Donnhoff Norheimer Dellchen Riesling Spatlese A P #11 2004,,"Nahe, Germany",White Wine,97.0,"Steep cliffs of extrusive rock rise directly from the banks of the River Nahe between Norheim and Niederhausen. In between these cliffs there are small hollows, known in local dialect as Dellchen. Here, the slate soils are mixed with the stony precipitate sedimentary rock of the adjacent volcano cliffs. The extremely steep, perfectly south-facing slope is terraced by dry stone walls. Protected by the surrounding cliffs, the Riesling vines reach very high levels of grape ripeness. The wines displaying the characteristic of this particular terroir to a greater extent have enormous ripening potential."
19820,Donnhoff Norheimer Kirschheck Riesling Spatlese 2002,,"Nahe, Germany",White Wine,90.0,"The Dellchen's neighbouring vineyard. A very steep south-facing  slope with weathered grey slate soil. Racy acidity harmonise with a very ripe fruit sweetness in this brilliant, marvellous Riesling. A characterful Spätlese displaying great depth of flavor."
19821,Donnhoff Norheimer Kirschheck Riesling Spatlese 2001,,Germany,White Wine,94.0,"Racy acidity harmonizes with a very ripe fruit sweetness in this brilliant, marvellous Riesling. A characterful Spatlese displaying great depth of flavor."
19822,Donnhoff Schlossbockelheimer Felsenberg Riesling Spatlese 2002,,"Nahe, Germany",White Wine,93.0,"The best steep parcels around our Felsentürmchen in the midst of the magnificent Schlossböckelheim Felsenberg site. Outstanding Riesling terroir with a soil of red volcanic igneous rock, a melange of porphyry and melaphyr. A great dry Riesling, very complex, displaying great, smoky crystallised minerality with a flinty character."
19823,Donnhoff Schlossbockelheimer Felsenberg Riesling Spatlese 2004,,"Nahe, Germany",White Wine,92.0,"The best steep parcels around our Felsentürmchen in the midst of the magnificent Schlossböckelheim Felsenberg site. Outstanding Riesling terroir with a soil of red volcanic igneous rock, a melange of porphyry and melaphyr. A great dry Riesling, very complex, displaying great, smoky crystallized minerality with a flinty character."
19824,Dopff & Irion Cremant Blanc de Blancs Brut,,"Alsace, France",Sparkling & Champagne,90.0,"The history of sparkling wine production in Alsace is said to go back to around the year 1900, when Julien Dopff is said to have applied the “champagne method” to his own Alsatian wines with satisfactory results.. The Cremant Blanc de Blancs Brut is a pale-yellow color with fine and light bubbles. The nose is characterized by fruit aromas such as green apple or lemon. The flavor is round and elegant. Well-balanced and perfectly dry, it has fine, persistent, lasting bubbles."
19825,Dopff & Irion Crustaces 2015,,"Alsace, France",White Wine,89.0,"Brilliant golden yellow robe. The 2015 vintage shows mineral aromas, with dry, white fleshed fruit such as green apple, white elderberry flowers and notes of dill. Lively and fresh on the palate, dynamic, with white pepper aromas on the finish."
19826,Dopff & Irion Crustaces 2016,,"Alsace, France",White Wine,89.0,#51 
19827,Dopff & Irion Cuvee Rene Riesling 2017,,"Alsace, France",White Wine,91.0,"Greenish gold with silver tints. Complex mineral characteristics, white fleshed fruit notes such as apple, peach and pear, bitter almond, privet treeflowers, grey pepper and turmeric. Lively, fresh and balanced, long fruity persistence and mineral flavors."
19828,Dopff & Irion Riesling 1998,,"Alsace, France",White Wine,85.0,"Style: mineral flavors and vivid acidity when young; always dry.  Serving Suggestions: choucroute, lobster dishes, shellfish; coq au riesling."
19829,Dopff & Irion Tokay Pinot Gris 1995,,"Alsace, France",White Wine,85.0,"Style: very fruity and powerful; velvety texture; ripe flavors ending on a slight smoky note.  Serving Suggestions: quiche, red meats, mushroom dishes."
19830,Doren Cabernet Sauvignon 2013,,"Sonoma Valley, Sonoma County, California",Red Wine,92.0,"An intensely bright, garnet color is complemented by aromas of plum, fresh cracked black peppercorn, cedar, and vanilla. Flavors of blackberry-plum fruit up front, tobacco and a long milk-chocolate finish hit the pallet. The tannins are developed and captivating and the wine has a wonderful texture. 2013 Doren will age gracefully over the next 10-20 years and probably beyond. "
19831,Doren Cabernet Sauvignon 2014,,"Sonoma Valley, Sonoma County, California",Red Wine,90.0,"An intensely bright, garnet color is complemented by aromas of plum, fresh cracked black peppercorn, cedar and vanilla. Flavors of blackberry-plum fruit up front, tobacco and a long milk-chocolate finish hit the pallet. The tannins are developed and captivating and the wine has a wonderful texture."
19832,Doren Cabernet Sauvignon 2015,,"Sonoma Valley, Sonoma County, California",Red Wine,92.0,"A brilliant, deep, garnet color is complemented by aromas of crushed rocks, blackberries, tobacco, vanilla, forest floor, and white peppercorn found in the classic Bordeaux style Cabernet Sauvignon. Flavors of blackberry and black cherries up front, followed by a tangy mid-palate, with a tart acidity and chalky tannins on a pleasantly lingering milk-chocolate finish. The 2015 Doren should age well over the next 5-15 years and beyond.  "
19833,Doren Cabernet Sauvignon 2016,,"Sonoma Valley, Sonoma County, California",Red Wine,93.0,"An opaque, garnet color is complemented by aromas of blackberries, black cherries, tobacco, vanilla, and a hint of green bell pepper found in the classic Bordeaux-style Cabernet Sauvignon. Flavors of blackberry-plum fruit up front, tobacco and a long milk-chocolate finish hit the pallet. The tannins are developed and captivating and the wine has a wonderful, silky texture. 2016 Doren will age gracefully over the next 3-10 years and possibly beyond. "
19834,D'orta De Conciliis Selim,,"Campania, Italy",Sparkling & Champagne,90.0,"Flavors of orange blossom and green apple with a refreshing crisp finish. In the high-altitude hilltops of Campania's coast, year-round warm breezes make a wine that's full-bodied and fruit-forward."
19835,Double Canyon Horse Heaven Hills Cabernet Sauvignon (1.5 Liter Magnum) 2015,,"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,90.0,"This Cabernet Sauvignon showcases the essence of the varietal as expressed by this prestigious appellation. The persistent wind that combs across the desert landscape coupled with the unique terroir sets this place apart from any other winegrowing region in Washington State. The result is a Cabernet Sauvignon with balance, structure, and elegance."
19836,Double Canyon Horse Heaven Hills Cabernet Sauvignon 2013,,"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,90.0,"This Cabernet embodies a delectable mix of fresh ripe red and black plum, intermingled with hints of dried red cherry. Characteristic of the appellation and 2013 vintage, the nose presents spiced potpourri with the slightest hint of fresh sweet basil."
19837,Double Canyon Horse Heaven Hills Cabernet Sauvignon 2014,,"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,90.0,"This Cabernet embodies an enticing array of ripe red and black plum, intermixed with notes of fresh red cherry. Characteristic of the appellation and 2014 vintage, the nose offers spiced potpourri with a touch of raspberry preserves. The addition of Syrah leads to a full and rich texture on the mid-palate, further accented by bright acidity from the Petit Verdot, sweet red fruit from the Merlot and luscious blackberry notes supplied by the Malbec. The soft and supple mouthfeel is supported by the complexity of sweet oak tannins and fresh fruit character, finishing with the juicy acidity that is characteristic of Horse Heaven Hills."
19838,Double Canyon Horse Heaven Hills Cabernet Sauvignon 2015,,"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,90.0,"This Cabernet Sauvignon showcases the essence of the varietal as expressed by this prestigious appellation. The persistent wind that combs across the desert landscape coupled with the unique terroir sets this place apart from any other winegrowing region in Washington State. The result is a Cabernet Sauvignon with balance, structure, and elegance."
19839,Double Diamond by Schrader Oakville Cabernet Sauvignon 2016,,"Oakville, Napa Valley, California",Red Wine,94.0,"Double Diamond, from the producers of Schrader, opens with layered, intriguing aromas of black currants, dark cherries, blackberry, cherry compote, toast and oak spice. The notes of herbs, pine cone, and dried earth. In the mouth, the palate is rich and juicy, bursting with big, rich flavor.  "
19840,Double Eagle Red 2010,,"Napa Valley, California",Red Wine,92.0,"The wine is deep in color with aromas and flavors of sweet cedar, caramelized anise, cassis, sweet cocoa, sage and green olives. The wine bursts with fruit and the firm structure and generous mouthfeel make the wine drinkable now, but it will also develop for a number of years to come. "
19841,Double Eagle Red 2011,,"Napa Valley, California",Red Wine,92.0,"The wine is amazingly deep in color with aromas and layers of flavors of cedar, caramelized anise, cassis, cocoa, sage and green olive. The wine is highly structured, as you would suspect from such a cool vintage, and shy at first, then expanding to a lovely full symphony of licorice, lavender and black currants."
19842,Double Eagle Red 2012,,"Napa Valley, California",Red Wine,92.0,"The wine is amazingly deep in color with aromas and layers of flavors of cedar, caramelized anise, cassis, cocoa, sage and green olive. The wine is highly structured, as you would suspect from such a cool vintage, and shy at first, then expanding to a lovely full symphony of licorice, lavender and black currants."
19843,Doubleback Cabernet Sauvignon (1.5 Liter Magnum) 2012,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0,"The wine has intensely dark color. The nose displays an interesting combination of black and blue fruit sauté, crème cassis, and mixed floral notes paired with crushed fir needles, market spice tea, and cedar shavings. From the first sip the wine is smooth, broad in its palate impression, rich and sweet. There is an almost unexplainable deliciousness factor that I find irresistible. The tannins are impeccably integrated, long, and soft with just enough heft to give the wine a solid backbone and fantastic aging potential. This wine is approachable enough to enjoy immediately, but will reward 5-20 years of aging for the patient."
19844,Doubleback Cabernet Sauvignon (1.5 Liter Magnum) 2014,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"A beautifully dark and saturated color that leads in to aromatics of raspberry, blackberry cobbler and cocoa powder. Digging deeper reveals sage brush, menthol and rosemary that evolves and opens with grace over time — a completely entrancing wine. A large mouthfeel of dark fruit, dark chocolate and enticing length with perfect acidity for balance. Incredibly rich and lush, this wine is complex, ridiculously layered, and will age for years to come."
19845,Doubleback Cabernet Sauvignon 2009,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"The 2009 shows a beautiful deep ruby color in the glass. The nose evolves dramatically after a couple of hours. Initially there are notes of dried fruits, strawberries and a hint of saddle leather. After about 90 minutes the aromas evolve and begin to show some high toned floral notes and red fruits. The juice is round and soft on the attack with nicely integrated tannins even in its youth. The ripe red fruit is balanced nicely by crisp acidity. With the deft touch of a true master, Chris Figgins captured the essence of this fantastic vintage in the 2009 Doubleback Cabernet Sauvignon. Please open at least a couple of hours before enjoying to allow this wine to show its true character. "
19846,Doubleback Cabernet Sauvignon 2010,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,94.0,"Out of the bottle, the 2010 vintage is dark as port. The nose is full of pure, blue and black fruit, hints of dust, pine needles and sweet forest floor. Cassis, baking spices, notes of cedar and caramel dominated until the end. Lay this wine down for decades if you wish or enjoy it now! The acid and tannins are in perfect balance, highlighting the elegance. "
19847,Doubleback Cabernet Sauvignon 2008,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,94.0,"2008 is one of my favorite vintages and the '08 Doubleback exhibits every reason why. In the glass the wine has an inky dark color to the rim. The nose is simply gorgeous, leading with floral aromas, cassis and raspberry puree over chocolate, fading to coffee and a hint of pine resin in the background. On the palate, the wine delivers a fantastic purity of fruit across a plush mouth feel which is cut by incredible natural acidity. This year we added Cabernet Sauvignon from the LeFore vineyard grown in ""gravels"" which builds complexity and adds a savory minerality to the finish of the wine. Slightly more concentrated than the '07 Doubleback, I believe this wine will age beautifully for 20+ years but is drinking fantastic right now."
19848,Doubleback Cabernet Sauvignon 2011,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"As with most things in life, it takes some adversity to create something special and the 2011 Doubleback Cabernet Sauvignon is no exception. The 2011 vintage is a prime example of beautifully crafted wine in a cool vintage. The wine shows the impeccable balance the Doubleback seeks to achieve. The color is saturated and gorgeous. The nose explodes with crushed and sauteed bramble fruit, creme brulee, and a dusting of allspice. The palate is long and sexy, with silk smooth tannin and a lovely background note of toasty French oak. The vibrant acid backbone cuts through its richness ending with a generously long ?nish."
19849,Doubleback Cabernet Sauvignon 2012,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0,"The wine has intensely dark color. The nose displays an interesting combination of black and blue fruit sauté, crème cassis, and mixed floral notes paired with crushed fir needles, market spice tea, and cedar shavings. From the first sip the wine is smooth, broad in its palate impression, rich and sweet. There is an almost unexplainable deliciousness factor that I find irresistible. The tannins are impeccably integrated, long, and soft with just enough heft to give the wine a solid backbone and fantastic aging potential. This wine is approachable enough to enjoy immediately, but will reward 5-20 years of aging for the patient."
19850,Doubleback Cabernet Sauvignon 2013,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"The 2013 Doubleback Cabernet Sauvignon is everything we strive to achieve with our world-class fruit from the Walla Walla Valley. The aromatics jump out of the glass after being open for a few hours. The mouthfeel is big and round with nicely integrated tannins. The 2013 is soft on the approach, but has excellent complexity. We always make balance our #1 goal and the 2013 achieves this with both precision and powder. The wine has a delicious finish that lasts for over a minute. I know this wine will reward with some years in hte cellar, but it's going to be hard to stay away from a wine that drinks this well in its youth!"
19851,Doubleback Cabernet Sauvignon 2014,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"A beautifully dark and saturated color that leads in to aromatics of raspberry, blackberry cobbler and cocoa powder. Digging deeper reveals sage brush, menthol and rosemary that evolves and opens with grace over time — a completely entrancing wine. A large mouthfeel of dark fruit, dark chocolate and enticing length with perfect acidity for balance. Incredibly rich and lush, this wine is complex, ridiculously layered, and will age for years to come."
19852,Doubleback Cabernet Sauvignon 2015,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"Medium to deep ruby in color, this wine is expressive immediately with blackberry cobbler, cassis, and wild herbs. On the palate, the wine has broad, mouthcoating tannins, cocoa powder, minerality, and a fresh, balancing streak of acidity. Though expressive and enjoyable now, the warmth and strength of the vintage will age fabulously for years to come. Drink at cellar temperature. "
19853,Douloufakis Dafnios Red 2012,,Greece,Red Wine,89.0,"Ruby color. Fruity, spicy nose. Round mellow texture. Elegant, mouthfilling. "
19854,Douloufakis Dafnios Red 2015,,"Crete, Greece",Red Wine,91.0,"This is an indigenous cretan grape that is fermented in stainless steel and aged for nine months in used oak barrels. Ruby color. Fruity, spicy nose. Round mellow texture. Elegant, mouthfilling. Sure to delight any Liatiko fan."
19855,Douloufakis Dafnios White 2017,,"Crete, Greece",White Wine,90.0,Vidiano is an ancient Cretan grape variety which was fading into extinction before being revived by young winemakers like Nikolas and the Alexakis brothers. Dafnios refers to the laurel trees which are common in the region.
19856,Douloufakis Dafnios White 2018,,"Crete, Greece",White Wine,90.0,"Pale golden color. Medium intensity aromas of yellow and citrus fruits, which are combined with a little more intense aromas of chamomile, jasmine and spices. Full and rich flavor presenting the tasting characteristics of apricot and flowers. Very pleasant, balanced acidity and fine finish. "
19857,Douloufakis Femina Malvasia 2011,,"Crete, Greece",White Wine,91.0,"Pale gold hue color with glints of green. Rich, complicated nose and clean acidity with a long finish."
19858,Douloufakis Femina Malvasia 2014,,Greece,White Wine,90.0,"Pale gold hue color with glints of green. Rich, complicated nose and clean acidity with a long finish."
19859,Douloufakis Femina Malvasia 2015,,"Crete, Greece",White Wine,90.0,"Pale gold hue color with glints of green. Rich, complicate nose and freshness of the acidity that gives a long finish in the mouth. "
19860,Douloufakis Femina Malvasia 2016,,"Crete, Greece",White Wine,91.0,"Pale gold hue color with glints of green. Rich, complicated nose and clean acidity with a long finish."
19861,Dourthe La Grande Cuvee Sauvignon Blanc 2009,,"Bordeaux, France",White Wine,89.0,"Made from 100% Sauvignon Blanc, Dourthe La Grande Cuvee Blanc captures the art of blending from the three different terroirs, creating a crisp, well balanced wine that expresses all the flavors of the Sauvignon Blanc grape. The nose has an outstanding aromatic intensity, displaying pronounced citrus fruit and black currant bud notes, and exemplary freshness. This perfect harmony makes it an exceptionally elegant wine."
19862,Dourthe La Grande Cuvee Sauvignon Blanc 2010,,"Bordeaux, France",White Wine,88.0,"The wine's aromatic intensity expresses the typical characteristics of a fine Bordeaux Sauvignon Blanc. Rigorous fruit selection results in an extensive array of aromas, ranging from a hint of box, through a rich palette of citrus fruits, finishing on delicate, tropical notes reminiscent of passion fruit. This concentration of aromas is underpinned on the palate by the magnificent harmony of the wine's fleshy character and refreshing liveliness. Aromatics, richness and length characterise the Dourthe La Grande Cuvée Sauvignon Blanc."
19863,Downes Family Vineyards Sanctuary Peak Sauvignon Blanc 2016,,"Elgin, South Africa",White Wine,89.0,"The focus of this wine is based on a vineyard component arising from low yielding Table Mountain Sandstone soils. Using neutral yeasts, Shannon Sauvignon Blanc expresses very distinctiveand concentrated primary fruit aromas of asparagus, citrus, and some capsicum in a minerally and flinty style. The clay/shale soils however, provide the Sauvignon with flavours on the riper side ofthe fruit spectrum and with more structure for a broader palate. The blending in of naturally fermented Semillon, matured on the lees, provides a fuller mouth feel and adds to the complexity of the wine. This wine was vinified in a style that enhances the aging potential of Sauvignon Blanc."
19864,Dow's 10 Year Old Tawny Port,,Portugal,,90.0,"""10 Years"" indicates an average age – this Aged Tawny Port is a blend of older wines, which offer complexity and younger wines, which bring fresh fruit flavors and vibrancy. During their long maturing period in oak casks, Aged Tawnies undergo subtle color changes: the deep red hue which characterizes Port's youth gradually gives way to a paler reddish amber color. Dow's is known for its characteristically drier house style.  This 10 Year has a full, nutty bouquet with citrus and vanilla accents on the palate and a soft lingering finish."
19865,Dow's 20 Year Old Tawny Port Gift Boxed,,Portugal,,90.0,"""20 Years"" indicates and average age – this Aged Tawny Port is a blend of older wines, which offer complexity and younger wines, which bring fresh fruit flavors and vibrancy. During their long maturing period in oak casks, Aged Tawnies undergo subtle color changes: the deep red hue which characterizes Port's youth gradually gives way to a paler golden amber color. Dow's is known for its characteristically drier house style. This 20 Year has a full, nutty bouquet, concentrated, citrus, almond and caramel notes on the palate and a lingering finish. Many consider the 20 Year to be the perfect blend of complexity and vibrant fruit when it comes to Aged Tawny."
19866,Dow's 30 Year Old Tawny Port,,Portugal,,94.0,"Dow's 30 Years Old Tawny is made exclusively from grapes sourced at ""A""classified vineyards (the highest), which includes Dow's Quinta do Bomfim and Quintada Senhora da Ribeira, two of the very best vineyards in the Douro valley. This enviable position is reflected in the excellent quality and consistency of the style evident in Dow's 30Years Old Tawny."
19867,Dow's 40 Year Old Tawny Port,,Portugal,Collectible,91.0,"Dow's Forty Years Old Tawny is madeexclusively from grapes sourced at ""A""classified vineyards (the highest), whichinclude Dow's Quinta do Bomfim and Quintada Senhora da Ribeira, two of the very bestvineyards in the Douro valley. This enviableposition is reflected in the excellent quality andconsistency of the style evident in Dow's 40-Year-Old Tawny.DOW'S"
19868,Dow's Late Bottled Vintage 2001,,Portugal,,91.0,"These wines come from the same vineyards that, in a year when a Vintage is ""declared"", produce Vintage Port. However, as they are bottled between the fourth and sixth year after the harvest, they mature more quickly and are ready to drink much sooner. "
19869,Dow's Late Bottled Vintage 2004,,Portugal,,91.0,"Dow's 2004 Late Bottled Vintage is a wine of a single year but it is not a ""declared"" Vintage Port. Whereas Vintage Port spends only two years in oak cask and then matures in bottle, LBV is aged in seasoned oak casks and then bottled, when it is between four and six years old. At the time of bottling, Dow's LBV has completed its maturation and is ready for drinking without the need for decanting. "
19870,Dow's Late Bottled Vintage 2005,,Portugal,,90.0,"Dow's 2005 Late Bottled Vintage Port is a wine of a single year but it is not a ""declared"" Vintage Port. Whereas Vintage Port spends only two years in oak cask and then matures in bottle, LBV is aged in seasoned oak casks and then bottled, when it is between four and six years old. At the time of bottling, Dow's LBV has completed its maturation and is ready for drinking without the need for decanting. "
19871,Dow's Late Bottled Vintage 2006,,Portugal,,91.0,"Dow's LBV is full-bodied, rich but perfectly balanced with soft, peppery tannins and with a fine acidity that ensure perfect balance on the palate. The classic Dow's dry finish is always present in the house's LBV; it is one of the finest LBV Ports available."
19872,Dow's Late Bottled Vintage 2007,,Portugal,,89.0,"On the nose very intense, brimming with concentrated aromas of ripe fruits such as cassis, combined with rockrose and peppery spice. On the palate, very powerful and full bodied, fresh and well structured, packed with flavors of black berries and hints of chocolate. With a long and slightly dry finish. "
