9518 27092
2988 2035 -166
8048 1917 -145
7961 1080 -797
5641 3346 606
5017 7955 896
1666 8373 -225
7562 8998 -412
5659 1809 -134
3590 1152 -546
950 4869 -580
3766 5941 -34
7888 4685 451
1010 8919 451
3553 1885 460
1228 2027 634
7971 8207 780
2628 6943 -473
7336 7746 -427
2878 7342 478
2588 1882 -204
5452 929 -837
4564 2155 909
7055 3074 -431
8485 4809 -424
2491 2739 723
4417 3068 -82
6015 749 813
1056 2326 825
7426 1936 934
8151 4661 -167
4018 5658 -406
5218 8515 184
3920 5259 122
728 8221 195
7753 8874 -406
8191 7519 399
956 3828 37
5299 1685 -223
2142 4849 149
4316 5630 108
6700 9472 10
7369 2444 161
7677 5559 627
9455 631 -499
4186 292 -928
6407 1911 89
6495 4340 -573
9305 4880 -440
1363 7681 641
8616 3232 624
2107 9408 390
7783 1337 -193
4222 1407 920
7478 707 568
6792 3091 5
2113 5467 469
5630 4419 568
7115 2700 733
1093 8129 326
1972 6289 -372
456 3984 403
4033 1568 713
8464 3051 452
6803 6849 -668
3828 1232 831
8153 1132 -915
3395 8761 650
8164 6870 -699
7435 6382 -844
949 5167 841
1426 8683 -462
7989 929 423
4264 5404 -226
289 6440 342
5263 1128 -995
6953 2580 829
1351 7577 -559
3574 1986 -606
4557 7045 755
2719 98 878
2816 4892 -185
990 2033 376
5004 4143 252
243 4754 -50
4439 8911 67
7936 5672 136
2026 5345 115
2183 2253 -996
9265 2347 261
8434 4113 -689
9207 7465 848
147 4381 -90
2854 5943 -496
7776 1285 127
5205 8123 130
4737 2240 -620
1326 3420 -696
1135 8587 -174
3689 3308 468
9164 3718 342
4564 1658 123
628 540 -915
6209 4401 317
7382 6699 210
4951 4822 826
3726 5645 825
5949 2245 212
1879 1726 -981
4165 1705 621
1112 6690 821
4393 5046 -674
6779 5513 -563
2491 6978 -573
3434 2759 803
655 6832 -418
6112 9137 -839
4958 9235 491
2533 5104 -865
5836 4644 -537
8143 2674 -578
6605 8220 -364
4017 2705 -156
5262 9161 686
8727 4129 718
7435 7360 633
4066 9175 230
2919 8903 -669
2243 3931 257
6015 3149 796
1680 7085 803
6256 3735 836
8711 9033 -814
8081 7411 -888
9226 4001 848
7319 5682 -644
8087 4987 370
8904 1723 820
596 7444 341
7732 7121 847
3279 4882 -480
7090 7668 881
885 8964 -418
5073 4082 583
5077 4131 175
1455 8127 -766
3448 1491 -323
4698 3950 314
9013 7967 -556
6423 3294 872
3783 803 505
5149 2425 -417
1569 448 -664
4620 7370 -296
9141 8893 -862
3816 3070 45
2266 8683 -197
4383 2590 -508
674 7110 -809
1305 3684 586
7536 2002 -522
4399 520 503
9259 7059 181
3539 8991 526
1828 7986 -849
3135 9397 926
7857 963 -913
2766 5381 -485
5959 297 653
3375 8753 358
4941 9326 891
4082 71 -451
8860 5972 149
2752 8991 -989
7612 1342 415
5857 542 1000
4752 2651 -262
6094 4549 -844
2186 2939 329
4908 8354 956
2494 2010 108
7793 5377 -888
1077 6096 -947
9120 7801 -883
330 3064 -922
3430 1980 -133
3701 4486 415
8339 3726 426
2123 2718 -471
1668 8174 358
5287 322 37
8718 613 116
7495 9019 -22
8649 7001 -246
4164 1027 191
265 8431 391
6910 8776 242
3478 3382 -168
7978 8374 229
3315 8322 -785
1843 3788 744
2076 7847 -839
248 3969 -570
5082 2350 851
2817 8064 -568
6417 1818 -866
2866 9079 -536
5305 5946 -554
5815 4432 -777
5378 1050 -605
695 5685 -755
881 6377 -753
1418 5272 -752
4692 8718 -612
1469 9001 617
1413 3034 -603
2876 7752 -989
3762 1769 769
251 72 723
9250 4374 182
3317 2999 161
8211 5370 906
8715 8002 -380
6623 4979 -364
6071 5783 134
7464 5787 -885
8522 4680 242
4496 5987 -402
5013 3807 -504
2452 3562 361
8943 2964 -254
3988 8782 -672
2258 3373 420
3203 6411 -939
7570 2317 -165
8052 7168 -627
2568 5340 -786
3698 8904 961
283 2384 218
2108 8801 -294
9085 917 -144
6661 2879 -6
6214 1935 -307
5492 986 -98
3637 7604 717
2908 4002 169
9221 530 991
6781 3698 818
9374 9499 158
5299 5564 398
8404 7598 -832
8049 1674 510
8763 5985 17
3787 3208 799
4046 142 -330
7647 7111 -70
6962 5152 511
465 8911 -915
2266 3537 -872
9466 2425 200
1747 5726 -61
5969 1583 -130
815 1519 11
3095 6986 -652
2893 8628 573
746 7051 -71
4473 5989 185
1285 7996 578
2551 2804 67
938 6201 978
5803 245 568
8044 9316 1
3277 3808 445
4885 7424 665
8794 1708 237
5522 4573 629
591 1718 -118
6077 9280 -632
6052 25 -453
2079 237 -556
504 4886 829
2289 4417 546
3318 2485 105
8039 4272 329
9364 147 962
2051 8975 -732
8881 2900 638
6549 6385 -270
8645 5699 717
8046 1861 -379
7143 3720 -998
4773 6154 496
3385 205 81
6775 1046 923
4191 8734 -398
6030 7240 -534
1747 2899 -10
6758 3448 -933
9496 7387 -693
8547 9050 -859
8085 5035 278
6209 3 567
6868 415 928
6038 6241 -62
2696 4675 -14
6812 8848 87
1467 5749 -793
2766 3245 893
4089 4188 -844
6170 3253 669
9147 7413 285
6509 4827 -856
494 8945 -252
3003 6374 -822
2984 876 864
2423 1954 -164
7532 5334 -375
2376 9404 892
6483 5931 876
488 2772 287
3733 2478 -48
3100 5645 -899
2605 1916 270
710 7233 594
948 7115 -591
4750 8815 -56
6773 5089 -899
5543 7596 -493
8164 302 443
4621 3350 -104
5100 9504 307
7791 3460 -905
6516 9385 -47
8070 4655 650
5027 5387 -345
70 5578 -835
7807 7014 -293
5697 1626 -135
5049 6523 -970
2359 351 -111
5797 138 510
1620 7708 -912
8525 7277 -273
8585 6296 -407
7020 3414 -229
7506 3411 380
885 3377 972
3449 9110 -397
3611 1646 7
3269 6146 -92
5081 6171 144
7590 2775 698
5100 8368 747
6624 862 -574
5120 8824 604
1058 6879 284
7901 7472 -639
2864 3675 -241
5379 78 -597
2140 8163 -551
2631 4631 391
5862 70 -806
6153 157 226
3021 2357 591
7266 4085 675
5940 8581 167
8710 119 -968
1007 4400 -1000
3519 612 -238
7801 868 128
1466 3815 125
1145 2721 -719
6353 4016 738
9155 4983 778
4862 6627 -706
7058 4245 114
5235 7652 687
2495 7145 -713
3060 4339 844
4596 7326 -559
2002 5162 780
5219 2103 535
6896 2501 313
4722 919 -271
3847 9148 862
266 9105 147
3637 1637 631
1302 9487 832
7790 9362 655
7264 10 47
7130 9172 9
3795 4004 -806
3068 5458 328
7857 7157 -773
811 6001 358
9273 2788 223
1828 4736 109
3706 58 -159
5015 4105 -381
8120 422 233
3441 6375 -146
6976 1294 390
3386 2977 739
7106 9134 -761
1427 7077 -394
1547 4793 814
2792 4763 803
277 2677 614
9017 9279 776
3536 2100 964
6511 6280 129
8221 1134 295
7272 7571 737
535 2721 -157
3236 8203 830
6736 7145 753
803 3271 449
6324 8878 -262
2422 1683 -986
4383 5583 981
6404 4160 738
4251 4934 -29
8410 4803 214
5135 5355 772
2668 5735 698
308 8690 -478
1948 6529 489
3904 4524 231
2507 155 -461
6373 4388 348
9501 6947 -841
4808 4149 55
5296 5955 478
8816 436 58
4219 7927 -75
4813 7496 -146
3994 5031 473
1634 689 466
9278 3199 -941
7975 5193 588
4262 3893 -924
4143 7248 -583
6732 1107 -905
4626 8719 663
2784 5587 -992
8601 7967 -371
750 8186 -431
7742 5492 669
8622 3930 -140
41 3842 -558
601 8159 842
7559 1487 458
293 972 -504
419 6567 604
972 2814 23
7099 4414 293
3262 4298 -943
7049 1215 620
2465 5257 -73
4548 8801 934
3899 7282 -449
7921 2086 -256
1543 7371 -627
7674 6223 117
2532 999 198
7825 6176 -335
2256 827 887
1479 2199 -767
8088 8921 170
8089 6627 -227
9284 811 878
8518 6188 594
2506 7681 -701
4604 5761 -241
5797 4778 525
7563 7065 388
1667 206 588
7519 4747 -12
7782 7756 -261
4258 1863 -972
55 1066 -139
2522 1000 -244
7070 4432 -709
9431 6842 -43
6074 7156 537
4657 6908 294
8367 3357 658
5221 6682 16
3190 2106 -580
5729 128 -64
3780 2946 907
1347 8726 -790
2933 5290 13
8343 1826 -122
8348 8716 -655
3788 2236 340
6423 6691 87
632 7605 58
685 615 -385
2522 8115 619
9260 2953 465
9054 5137 -892
5663 7910 -497
5791 3826 -627
3935 4914 452
3990 6118 251
5459 9342 114
5153 7483 780
2772 2589 752
6791 2063 106
1751 6933 -480
3245 4214 418
4663 1705 450
970 7752 178
8920 8109 305
9113 9478 -378
3134 1912 222
4504 595 232
9372 8973 651
5198 6646 535
8060 3325 -286
4346 5902 833
4688 4122 -804
8675 3220 -605
726 7159 -377
49 8929 613
5406 5439 39
5518 4401 837
7228 2524 -358
7004 5702 -275
4566 6605 -129
4463 2421 466
1686 8595 76
1606 3191 -132
6143 3170 -6
6141 9452 -239
6225 8524 -912
4496 2971 610
5815 7764 -95
2644 9115 -789
3331 8878 -389
3224 4230 -316
5206 2824 153
5743 1232 -311
5215 2012 399
4902 6891 -708
2301 495 809
7946 6776 767
5263 2748 -293
7036 2566 -473
903 8281 431
5916 2740 942
4174 774 -300
6709 7617 745
6838 1428 -633
7521 7895 -325
7861 2227 -419
5648 2740 248
5143 5426 -751
5141 5858 121
6705 1831 -33
7711 4721 28
3830 2562 -271
8464 4600 -920
9129 6442 587
1844 5839 -550
876 3013 -901
7316 4691 457
1255 9156 497
3429 9009 906
797 3226 -502
1622 2184 -958
1829 5038 554
7618 4826 19
467 3482 -535
4476 2477 -579
1148 780 -667
3696 2860 -354
2231 936 899
5473 8512 -140
3869 5938 419
2379 7356 -823
647 8967 -766
2825 1180 -519
8969 741 112
5374 173 621
9374 1496 -658
8297 6486 49
7319 8945 110
6892 7545 -403
6729 2829 -214
8077 5772 395
669 3649 471
3674 7892 -793
1226 2776 -503
7001 9303 328
9324 5899 -140
4466 6137 -239
6893 4354 559
659 8396 682
6477 8507 691
454 1430 528
3690 3945 467
9351 5738 -659
7350 8483 -920
1041 5067 968
2171 1746 494
7143 644 -387
6398 4511 -251
7223 5217 782
8462 348 -71
4870 1592 345
7326 7251 -853
6335 241 186
7848 99 -25
757 1274 622
2956 2705 496
455 3115 -83
7404 7086 -943
5099 4778 -949
3023 67 -363
7002 2114 921
602 6264 -340
7887 1683 156
432 3901 -457
5472 7209 -423
6417 748 -154
6895 1655 48
8615 5252 930
7512 4270 860
2852 5753 168
6221 2873 -839
7333 2923 -975
4135 4443 -324
2765 7902 -130
5224 5830 57
3571 4865 439
4289 5982 537
2463 5338 537
9128 2605 249
2454 3805 220
5665 3913 245
9159 7562 518
4470 8103 -725
500 4318 12
1695 2335 627
2337 6201 -224
8612 1013 8
4547 5251 -505
8048 1933 -304
3495 3765 814
9117 3920 -847
3832 1145 152
4263 465 -266
5049 7527 346
382 6106 -585
9518 8884 497
5566 7714 980
3654 6504 881
6569 4762 838
333 5291 -622
2091 2370 770
4600 8123 917
294 2445 -593
6323 3916 -356
4106 1570 690
1817 5854 -463
5091 5273 355
8403 4057 -98
2647 3192 711
72 5097 32
6818 3645 -597
7483 8480 -72
2670 6554 -720
2185 2698 -765
6181 6784 -481
5108 423 -11
5560 3185 489
3511 2755 -566
4098 8990 785
2860 8384 -872
5766 4056 -298
143 1671 -828
3469 4766 -450
8341 4474 643
5354 6611 -832
6427 6479 -228
7707 2285 -485
1181 7409 91
6596 408 -364
7957 1193 941
903 4581 451
9440 6917 160
3592 2478 -697
7493 2425 764
6064 5872 -945
5406 3088 904
6835 7237 237
665 1090 -827
5744 9365 171
609 4231 -780
9436 4957 584
7552 7074 -997
9220 1038 14
6284 3819 -141
24 7903 909
620 3068 -391
1035 5939 -559
1379 5461 982
1691 1065 755
2848 4884 -481
548 6572 -700
6718 566 812
7106 8279 -120
8934 5820 -959
2443 4609 140
7856 8070 746
41 8793 -948
5174 3215 -153
4021 5222 317
7868 5278 26
606 6907 42
6362 9149 771
5384 8492 843
7998 1488 -307
6052 3863 -282
6369 9056 -143
5388 246 743
3880 4318 -213
6351 971 -37
6810 3859 633
7350 6369 -498
3643 6799 268
6214 7134 354
7356 5320 328
4342 3376 844
3831 1642 -859
5837 6155 763
9187 5350 -961
709 6410 -68
7848 9357 -963
3641 2841 -447
1920 1702 -602
7948 8819 112
7750 4143 -401
9174 7590 -94
2519 1066 -15
4745 4050 526
3632 1015 594
127 2887 91
9087 629 377
2859 6973 803
1621 2707 728
4684 5482 -9
5018 7707 776
7061 8305 118
2801 6474 -898
5027 2110 -282
2360 3342 -677
1168 2896 -869
3345 1663 -550
3158 288 -36
2655 801 -641
2495 1503 42
4589 5905 -137
8094 6671 14
6630 4340 432
5964 482 333
80 5092 68
4403 2511 -672
5874 2225 857
4936 8457 -991
3844 2885 136
6955 7703 -478
9387 2023 -614
5440 8858 -363
3255 5342 667
932 7086 343
3303 8567 -308
8373 9513 637
7828 4606 44
6335 4593 -815
4386 2638 103
5592 5321 -249
8934 7304 -589
7525 5460 449
8382 3293 24
1532 7207 627
433 3591 60
1228 7107 -241
3477 2893 178
614 7346 -528
6152 4946 964
3653 5536 -950
2132 6334 -586
2042 8687 -86
333 5792 -377
2272 6131 -419
1590 3224 527
3568 5327 21
2283 214 938
4954 5051 -352
9328 1142 166
4552 5044 602
578 4816 -920
819 7119 873
1702 4749 77
5804 5590 -893
1069 2373 411
6316 1547 -762
8017 11 -309
5743 4170 252
2389 3163 667
4648 5230 145
4337 3179 -722
1434 522 -522
2822 7263 218
9325 7725 917
8074 9212 -759
9126 6382 -412
920 6045 -736
891 8568 -29
60 7029 -391
6700 7780 88
5903 2331 543
3908 7592 -164
4863 1942 78
9459 3542 873
7008 1215 906
7274 3202 -154
1851 7525 -25
581 3320 -570
8251 5021 -42
2092 6658 192
8363 5713 -669
3912 3267 908
2528 4296 403
9418 4491 621
8487 8951 929
8117 4063 -487
3197 1965 132
540 6063 -792
1838 4303 -723
6996 8514 329
854 7959 -556
3632 6285 -862
2510 1389 107
2136 7860 551
1420 6522 380
794 635 -124
2215 4930 -823
8561 532 918
5069 2624 401
1462 8855 336
3482 1049 164
6178 3114 -580
7333 6414 664
7187 1191 982
851 8837 937
2892 611 -680
1365 7743 263
4435 897 -228
5015 3879 -392
2461 9361 -707
7823 8731 -602
7882 1624 653
5131 7775 846
3435 8040 1
2867 4573 749
8258 940 -170
2473 556 -819
2055 3979 -192
1930 6716 23
6521 5846 984
1007 3246 297
5455 399 -77
522 8468 82
2743 5057 -471
7020 6448 -183
7839 3964 689
6109 9346 936
1460 1120 714
441 4946 -162
1085 4078 -447
5362 2968 -569
7419 2502 -784
3417 269 -392
3809 1133 -279
4167 9094 -827
2248 7008 505
5582 2340 -166
2416 8919 544
1000 2429 528
1089 4 -418
2903 6185 1
1025 1999 -390
3397 2109 109
321 1875 594
1184 2238 127
221 3120 401
5582 7311 -621
5725 5901 -230
3416 1723 12
179 3551 -754
3391 8771 -920
6322 1757 -384
2288 6831 -495
2811 9114 909
1175 2166 812
7986 8486 -923
6579 6999 -921
1455 4028 -39
6010 4341 -204
5453 8608 -811
8631 819 223
2440 7087 36
103 223 993
6373 941 511
9353 4847 -487
5401 5393 -60
532 2678 -787
8806 4609 999
5604 8433 -3
7886 7994 390
1550 9209 -320
9428 8241 421
4234 9186 997
2944 3725 -266
8720 7557 700
1991 968 -203
6921 8346 -722
59 7516 256
3048 2719 350
2680 3008 321
738 6501 912
984 804 -46
9177 9447 700
4314 1125 6
1759 3885 -949
8530 5012 867
6307 9307 113
6489 6098 -109
4438 7977 980
8446 3639 -951
2490 5296 -356
5944 1164 -379
6262 5539 212
7324 3783 107
1604 3853 -481
5936 7310 -213
485 1922 -873
8811 1609 166
3470 8977 -942
4962 6401 -707
4382 7054 -646
926 6941 993
156 3139 -664
8762 6089 -454
7106 1854 985
2531 6287 -798
2260 6370 -797
5511 7232 673
3431 6505 426
8158 5680 -20
3615 537 388
5859 8076 -641
2747 8648 -998
1421 3228 80
947 7278 -441
6872 4208 920
6499 2247 475
872 8339 212
3038 6770 961
4935 8144 406
8845 1628 -108
3244 2218 188
3614 4358 386
278 5233 197
6186 4325 -522
2844 3437 969
5101 5159 36
8097 7395 -551
1997 5052 -868
3020 1178 58
8538 7737 19
176 6882 121
7210 6245 253
70 4956 29
7057 6119 -297
7783 2021 -524
5720 124 671
8610 2175 -519
1321 5489 992
9107 7861 -587
1219 5042 -411
9163 6488 -418
2749 5430 -914
2191 8719 908
525 6427 -432
113 3548 300
2018 9034 -41
609 8894 -781
7916 461 -434
8675 8251 -667
6824 3285 182
3591 7763 836
2317 1169 -898
2618 7337 -394
1729 8007 64
1783 1782 -899
5826 8532 853
2923 4934 991
3630 1490 501
1555 6476 -885
359 5085 -452
5137 821 -410
7264 1036 -719
4007 7500 -752
2035 4573 44
2790 2594 388
8710 8168 -645
2243 5658 18
2756 2836 921
6404 5326 -115
6796 540 -492
2896 8099 -316
7086 912 -181
5891 4311 -780
6146 2510 919
3023 6978 889
9445 3453 873
2603 2329 -895
8754 231 91
5209 3327 545
5781 1276 427
1555 5124 507
6946 7923 -786
6896 2691 -378
3298 5918 -772
8158 1774 -400
8989 4955 -623
3200 3038 704
4144 9335 -520
3023 8344 21
8066 4943 860
8420 938 -514
9324 4746 467
1589 6919 -373
8264 1649 322
951 7557 -92
4565 8719 209
3283 5612 833
1237 8512 -44
4655 5948 369
4374 2314 -217
538 7799 141
8224 3701 808
3773 2425 613
5606 9293 -760
1531 1814 722
1393 1806 -452
3606 3360 -174
6599 715 181
5006 1660 184
1765 6050 -354
8384 6674 385
2037 1223 788
3795 7446 401
7060 6960 294
2107 727 -53
8908 8392 -252
7024 595 -568
797 1131 438
6859 8782 876
7919 7199 -402
7929 7278 720
2341 8782 320
1673 1693 144
2397 3069 -543
1567 732 633
4356 6629 -593
4724 729 529
24 5927 710
8132 4152 -686
4265 735 59
4277 9212 -113
4901 287 605
6526 8570 -971
812 1530 -763
5181 5210 849
7819 5757 -385
8256 2446 -867
9218 2085 759
2479 7905 -9
1533 4840 -179
5855 4217 -591
5105 6337 978
5993 7788 -664
8524 7695 831
3040 7059 531
3296 4223 531
772 2346 609
8012 2611 -130
2136 6453 -972
499 7840 -689
4214 7158 517
9106 4927 -577
8728 4891 -564
121 9451 284
351 7407 668
1764 802 -442
6871 6771 -448
7543 1726 656
839 8738 -921
5587 497 -210
1392 2975 -836
1457 6461 -731
225 8989 351
953 4080 -826
491 7637 437
3898 3176 568
992 9089 210
6806 7683 -201
7316 1310 -620
1528 5574 438
6862 9196 44
8930 1750 664
3185 1494 -751
3615 835 -938
3555 7007 -232
2052 3726 529
7946 5633 -380
5392 844 -342
894 7393 56
7350 7354 813
6976 943 703
4167 7327 -428
3295 2303 -659
6290 511 -370
3346 8320 39
6824 7001 312
46 4452 -272
2404 8209 -363
5067 6784 819
2680 4200 -868
4643 2127 -76
3015 2180 149
8613 4455 -484
1924 8403 -596
300 2444 -769
5563 2800 -125
2984 4020 -701
1718 2192 -882
639 8153 24
4905 1348 427
2275 7506 -850
886 2743 326
2548 6126 726
1740 1375 473
1929 5404 -355
6529 3306 851
4417 1299 -271
1061 4297 63
1612 2830 682
8793 6147 434
2504 2448 278
7778 3988 54
9335 7257 103
4319 2731 671
5334 8238 -323
8265 7479 -401
9029 3952 -892
2905 8757 374
9417 8615 12
6837 4719 241
6238 414 518
8809 8458 387
5758 1445 -316
12 8352 178
8065 5088 -945
2411 342 388
3677 2025 -323
6124 4119 37
8987 6377 710
911 6526 -903
2955 206 -87
3001 8090 -75
6770 1508 514
5685 7763 147
2254 8268 785
3473 2445 30
8772 2764 -857
1294 1582 999
7116 3776 502
2810 5484 -435
3201 1550 -993
3145 208 98
9014 8091 510
1753 5655 -928
9281 2090 -186
5819 9205 -711
1070 9208 -375
2683 7507 49
2211 6973 -382
4026 6864 -894
4716 3556 857
2439 3898 330
2229 1967 -177
6702 2064 629
5819 5541 953
5772 6272 -2
5381 3724 -285
2450 1393 -534
3215 1555 -292
8326 6492 790
9292 1320 281
3342 4728 863
3883 3981 -498
3435 2084 -312
6247 3159 -112
1828 8035 401
2379 1695 855
113 2656 411
8966 9147 -113
514 3132 -102
2808 4806 208
3309 1624 -950
1118 798 -125
3635 8928 758
795 1488 -420
3320 5312 67
1992 9266 -299
7686 4723 -977
5328 2559 770
6948 9437 225
6608 4328 -571
40 3236 -370
6973 1029 586
2192 7938 -376
6518 3375 480
7263 4012 -943
2769 925 754
8386 7586 -242
787 1491 827
2577 7157 -555
6516 6900 173
4554 5188 -373
1605 4091 259
9331 8049 -135
2872 7829 -358
3040 7456 -460
6275 2813 -83
8575 6737 -845
5586 2207 -498
6723 3952 -330
7588 4524 -396
7051 1895 312
4463 7422 -540
6769 4965 564
6589 2113 -500
543 3556 712
3157 640 882
8583 5956 -51
5611 6169 -823
4765 702 12
5475 9431 157
7256 2761 -644
3389 9290 454
6937 2295 -666
8771 1993 -172
8894 1888 263
9338 5448 -480
6222 214 -590
6112 1364 509
3074 1687 837
7462 2920 442
3344 3655 103
8697 6392 -871
2376 8974 -459
3905 8181 918
7459 8374 -972
4235 3426 243
7504 8620 -532
8838 7536 -203
6019 9372 -538
2614 3444 -942
4571 4948 497
1060 4638 -917
3372 3939 -668
1431 2812 -1000
3808 3122 -625
7690 2149 831
219 1978 -145
351 1412 260
6773 2150 -675
961 9139 -134
1820 1919 -658
2136 8425 910
1014 4415 -23
1104 4539 -942
2619 5374 922
2305 1508 685
2537 3582 -269
3633 2520 -346
4784 2053 910
2202 601 -140
4459 7707 -308
2114 7279 -352
8651 6631 238
3409 631 -618
5684 6438 -637
5775 5324 440
4614 9513 812
6556 1727 493
3753 7339 -84
1298 5561 143
7285 7977 -486
7457 6000 863
6633 830 589
3671 4780 327
6397 8148 616
6214 3780 698
5858 3550 901
1989 374 673
8113 7639 790
78 8970 -796
1096 5267 459
4672 2604 -129
5878 3374 -80
4507 1065 213
3479 1882 -721
8680 7577 920
5741 8590 -923
569 6321 184
5567 359 877
2005 2341 290
8818 4957 444
639 5530 -556
2353 450 871
7703 5453 -471
7071 9466 313
5182 1951 144
7484 9301 594
3975 7333 -797
6880 667 -664
9502 3473 637
8939 6354 615
1226 334 946
8902 4368 -367
9264 3716 -944
173 5746 -228
7362 4817 -619
2891 7483 172
180 841 240
1812 2516 -82
3362 425 -682
8299 2966 -951
2761 1624 270
6725 5553 -22
1924 2676 -769
9129 8015 -830
1677 7193 -101
737 7336 -141
3849 9414 -419
6763 1359 440
1669 8994 -789
3643 3708 721
4790 1643 -254
7660 4277 836
6696 8194 -544
4614 8189 -82
6942 8828 -65
2414 6556 -845
5815 4156 -390
2597 8265 626
3776 1001 -768
2331 9378 823
6772 3790 720
3593 1098 520
3523 6393 -899
7366 919 829
2500 9082 869
1774 2954 400
4078 5542 621
3454 479 593
2847 1568 -384
7728 1923 -40
6717 4502 162
1170 2814 -230
6492 2858 -295
6231 2435 -569
3116 1307 -249
6392 4785 900
3174 6990 145
860 1803 -778
6618 5684 847
4748 8917 850
4995 4460 -889
6740 1093 -7
3352 4580 239
8897 620 188
1923 2838 663
9391 2955 790
2244 2263 428
2490 478 -501
8796 8388 557
3147 6153 -728
1006 6863 -71
4604 3708 -199
3282 3720 369
6767 7820 -493
8336 496 -466
797 4539 -141
3456 9434 -48
965 5751 780
8081 83 -308
5269 7515 -510
4509 2188 -644
3144 3721 -236
9266 7430 397
6251 8593 -580
3980 1624 -879
2094 4718 439
2407 6972 299
6266 6436 -724
4273 8924 97
4900 3103 -530
4536 8748 -825
8494 3323 -153
3380 325 -906
5502 469 203
907 9221 53
9193 4196 -452
4280 1917 612
4453 912 64
6023 6497 -241
6152 2036 -60
2828 2677 -636
3001 3927 610
5141 2092 -612
3216 2746 972
5887 8646 -115
3801 4854 712
5903 1910 833
1907 111 806
783 3150 -958
8652 7493 -427
1408 1390 97
5212 3332 336
2297 8863 346
3637 454 -647
2815 5501 -135
9407 1873 -7
6046 6715 705
5355 6617 309
8013 585 851
7277 8772 103
2845 2666 -433
1036 1978 501
634 4804 756
9237 5436 850
3215 2332 -473
9179 5767 155
2043 9264 444
3868 5441 268
5774 1746 -274
5520 7526 -55
9084 8274 899
5358 8738 211
6034 9376 -877
8406 4793 -896
998 7393 -479
9015 106 326
3765 5661 828
1669 99 -270
690 732 281
7648 7202 340
4178 2910 -40
2433 1784 -356
1262 7239 193
7179 707 -555
1294 4604 701
53 2735 870
2581 1437 991
9193 1498 618
9514 8835 -863
2371 1390 -163
8535 77 -850
7047 8439 603
7023 8909 -592
5121 9092 -543
493 8751 -770
3331 7357 861
3940 1981 -460
7342 3953 971
8422 9213 897
6796 909 -122
2672 3192 -846
5407 6369 932
4003 5241 -346
9461 1479 834
7081 9344 976
3579 167 -490
3714 4621 666
5916 2530 304
1935 4781 727
5861 6597 576
6071 201 661
5600 5449 77
9385 2588 527
8658 7999 445
6926 1259 -285
7073 2032 -232
8650 3903 879
2153 7141 -745
6938 5505 387
3175 5007 738
6244 1878 -690
5045 8917 346
1766 5601 -988
7415 2459 -128
2876 7963 -171
7415 8219 -3
8248 4725 -149
6422 2080 -572
3694 9251 -412
3436 9312 142
2170 5242 -974
8438 6683 -97
6673 6195 468
3651 7028 -850
2042 4390 -89
2665 7872 -267
9304 5698 994
948 758 341
1803 718 -563
1476 4043 -734
5307 2029 841
3506 602 808
7498 6714 585
8750 7474 -513
7877 6937 -458
7529 8679 612
2465 4773 469
8707 4289 187
1631 4278 219
487 3103 -965
4970 9179 -899
2988 3476 888
4583 6730 415
7976 848 575
3379 6483 -908
1366 9206 875
5250 6834 183
8996 2841 -988
2552 2782 482
9308 1926 158
3763 8975 -939
2147 4019 603
9023 4173 -120
6854 122 -965
410 1892 -781
1470 1956 162
7149 944 107
7678 7600 -391
295 754 -767
4659 2791 -425
2767 2470 126
8818 1790 118
7463 1814 396
647 6497 208
6856 2902 124
4823 5574 -663
2916 6082 -721
3385 2831 112
9357 7061 507
203 1960 -468
5322 1257 142
5075 6577 -550
2602 334 787
4964 1859 -255
4212 7917 -466
6886 1653 90
9311 8377 355
637 304 -347
6455 4166 746
2961 5513 820
8314 3785 -942
7745 1975 -344
5706 3392 -321
6757 6517 -455
2760 2376 218
1149 4143 189
1594 7229 -54
6545 4223 967
6405 98 -246
8873 2599 318
6507 6430 -483
3534 2853 521
1837 1979 -477
2284 1944 -110
45 8936 671
9388 7730 44
9400 6645 155
6313 2384 708
857 2003 -750
1204 8568 825
6265 7538 129
8702 2113 68
4752 4183 -555
1669 175 -418
2480 358 147
2786 2765 666
7179 6294 685
869 2378 -393
8300 2648 -444
3053 3325 -785
411 7465 862
2104 7874 402
2493 723 -71
1532 4785 261
8964 4219 -471
3670 1079 461
464 4532 687
146 8084 885
7405 8672 621
2623 8207 -778
8230 7110 -753
329 2438 132
7314 7819 366
4388 58 732
5800 3973 808
8089 374 -243
1615 6847 278
8214 2033 -857
5330 4232 495
3311 145 840
5500 228 -887
3624 7331 -453
5255 85 230
7527 7211 -230
1062 5751 718
6144 1968 -247
2050 6714 -24
6974 5688 182
7843 4005 512
1989 3889 359
7333 2206 -849
5218 2916 -993
6916 1691 675
1326 8500 -495
2673 1261 -4
4953 2798 -758
6263 1440 597
5577 6358 -96
8140 8988 -51
1079 4568 259
6957 7803 959
4256 2840 -184
9069 6497 -408
5699 6402 -129
8957 554 215
4668 1537 -211
7262 8432 469
7066 7868 -878
3717 7828 -8
2926 6683 -508
4982 3847 806
6035 1732 491
5898 1495 -53
6384 7039 440
4906 4390 75
912 7071 -150
7017 8745 259
717 474 -75
3643 8443 -214
6814 8885 870
5558 3192 588
3186 2886 103
6618 7930 718
4929 5358 935
2527 6908 -430
568 8234 -831
6195 2679 -687
5374 8946 365
2681 3423 -410
8479 8553 -164
3917 7248 464
6404 1762 96
