17
922 936
426 819 237
800 593 -256
229 635 717
932 623 -57
817 269 -20
366 482 138
817 238 -772
216 618 -874
543 627 -429
431 812 901
754 816 -737
252 681 -211
341 67 227
898 803 -325
443 377 -77
444 763 -177
30 26 319
767 910 693
932 180 -999
630 162 698
843 28 809
426 146 -134
376 799 750
105 759 -579
690 73 67
566 440 -247
817 449 -765
477 16 911
721 931 -984
535 930 -86
568 445 -343
611 280 7
89 264 815
782 698 -874
522 590 -399
865 644 -6
629 226 -995
716 858 -75
863 646 135
180 188 274
902 91 544
330 84 -426
441 624 -809
270 921 742
560 574 790
784 329 570
103 884 617
871 2 -847
847 716 -20
136 827 833
762 337 -228
526 638 814
469 568 15
575 537 -451
351 276 -805
872 348 -804
341 744 -661
185 18 444
250 779 -513
317 509 -271
121 110 536
33 666 -846
623 478 987
291 774 -838
70 497 155
233 143 522
262 687 -84
794 261 788
392 51 -967
155 410 187
244 511 -486
583 212 -175
73 22 270
761 901 -438
732 204 409
908 782 601
582 675 -543
714 641 136
561 844 515
186 177 -651
505 280 -315
346 690 968
409 626 -619
816 126 -604
844 931 -643
615 372 -82
277 813 -652
325 218 -11
831 10 -977
187 256 658
622 731 -483
731 843 958
699 578 -836
742 229 -813
751 191 -949
793 92 951
548 807 370
795 2 900
399 53 993
540 80 258
46 857 -880
307 96 -520
629 843 548
441 300 -504
328 379 -671
299 76 -444
567 114 -806
910 16 672
646 817 405
8 683 428
388 462 916
577 571 -492
4 36 -35
249 800 -465
858 554 37
711 198 915
188 170 879
563 904 -464
295 443 643
115 500 -65
593 33 508
663 483 -425
781 436 826
116 762 -120
577 135 282
514 524 -560
48 188 828
64 162 -819
135 304 -297
498 705 -791
63 791 271
86 280 -659
836 175 475
64 131 -814
493 355 -856
153 366 875
379 866 -652
191 683 465
611 420 375
504 412 458
169 646 -341
571 156 -716
543 29 3
115 577 23
817 715 -72
468 882 -101
283 396 -211
729 737 -921
839 17 -544
658 105 108
330 251 -686
472 629 801
601 631 -471
137 570 6
832 246 -651
358 325 -523
462 553 -658
413 269 769
496 857 -704
144 631 -380
685 872 581
542 128 -457
894 522 419
6 180 928
432 536 -683
237 465 -131
874 606 288
111 756 46
11 899 -518
402 371 114
401 886 -237
442 79 478
677 48 148
380 920 -294
723 284 -708
70 523 167
396 917 756
844 43 581
248 432 -489
267 845 19
315 8 756
500 915 -923
455 439 -340
159 909 80
566 495 -875
732 370 -13
421 29 214
53 325 823
60 815 -854
504 838 530
580 537 9
891 661 999
84 885 -349
491 730 218
92 82 434
789 362 348
39 637 -460
406 211 127
59 742 138
33 279 -328
820 117 -991
3 666 -190
809 925 -119
422 129 673
14 476 -337
186 25 652
457 173 -877
305 577 -763
571 903 -354
605 449 -427
876 747 -350
307 181 28
321 308 316
542 923 881
775 36 -666
242 279 701
358 718 802
636 153 -129
391 745 862
17 316 930
31 10 -667
369 524 820
248 319 161
433 804 -670
168 54 -135
738 242 904
237 320 -378
231 125 -432
264 658 -317
332 234 395
794 898 279
771 452 836
226 310 -624
253 705 504
465 249 -816
825 504 -373
172 587 553
499 759 -498
196 733 730
40 920 -210
537 286 -932
207 747 -733
739 377 -339
609 474 776
665 366 -253
641 614 440
120 59 -234
53 118 691
393 859 -3
4 21 942
917 787 -325
309 353 641
594 198 -864
377 246 730
861 145 87
64 328 574
196 142 -22
144 218 44
742 578 -441
89 102 -500
130 328 -866
919 112 -669
529 114 -482
436 340 770
404 165 -421
931 344 168
877 270 -345
748 542 -842
804 847 -164
405 81 -787
393 825 446
421 719 -15
714 357 -625
555 847 62
147 350 263
275 499 -383
931 868 -658
576 808 -143
209 680 301
525 264 864
758 827 -520
444 617 383
843 514 -652
49 277 -120
438 37 765
735 906 134
611 488 -425
118 728 -9
871 681 -178
71 660 -861
328 594 472
361 316 243
874 97 725
226 268 -240
188 310 -502
620 283 43
112 874 -662
723 843 -677
170 207 593
317 732 190
797 892 -402
237 795 234
328 114 -153
87 59 19
912 214 -467
833 562 581
742 489 -715
167 669 225
904 878 744
817 168 419
563 828 -115
687 434 -899
52 172 -530
272 230 -899
103 484 -689
679 642 -5
661 594 8
535 511 -446
369 697 -327
713 30 309
537 750 -920
426 435 583
217 285 -340
914 884 -714
79 546 -240
244 393 901
556 93 -522
679 231 -228
349 540 718
636 600 512
551 283 -625
366 895 -774
524 865 -845
37 317 66
398 157 -548
200 315 -589
243 736 -688
753 591 269
35 122 543
733 122 206
227 123 792
575 569 934
79 162 802
677 600 469
895 837 220
854 822 264
211 388 60
636 448 -513
565 284 439
235 135 543
855 429 518
640 245 -303
133 338 726
164 696 -376
744 842 355
269 244 -62
865 644 -744
306 95 760
257 469 -67
334 761 845
893 350 -596
151 22 -215
340 660 844
434 416 923
796 339 -61
550 368 20
69 810 958
821 743 152
909 814 177
359 178 806
880 794 356
522 772 -399
126 358 -796
773 11 -495
445 532 -677
651 104 -225
763 182 -872
924 812 -465
771 47 -316
74 928 -500
668 858 104
398 609 554
712 140 255
750 872 699
169 611 -314
675 362 -614
755 407 425
663 155 -506
727 887 513
324 628 -478
544 885 -937
435 165 -615
202 186 -198
871 197 -317
267 288 916
295 810 -130
658 379 -529
475 280 -483
716 653 -117
425 582 -149
842 623 -42
242 1 886
168 397 416
817 787 -531
463 718 18
121 386 -209
281 503 -43
449 195 659
6 602 116
933 663 614
657 520 -660
786 264 192
811 655 231
502 496 684
685 914 -430
820 285 622
920 282 -863
222 298 -269
782 662 -26
820 342 -514
660 484 -500
122 804 -341
722 156 -505
835 151 -463
3 139 946
325 663 358
840 700 757
663 794 711
5 563 -455
380 866 -420
239 109 -689
403 367 326
465 892 -469
902 177 527
144 682 -314
581 691 -499
151 400 -135
888 468 -7
440 478 18
761 887 -843
508 825 -115
428 81 111
145 365 23
497 440 -941
117 872 -986
119 812 799
73 853 -973
71 185 -274
696 670 404
819 662 129
530 121 -765
352 807 221
313 546 -922
741 827 -685
103 170 -720
337 654 521
320 285 -704
463 619 -470
302 564 -659
95 72 393
821 306 -667
229 212 -374
850 196 559
237 616 626
149 422 215
431 718 -512
319 839 542
608 439 -296
815 538 -946
563 836 -81
33 739 -405
241 846 -148
668 523 275
934 914
862 307 434
641 457 -95
63 696 -983
827 596 -416
841 128 225
596 434 -449
103 111 817
816 440 -931
304 888 495
869 769 866
865 836 251
672 385 619
189 894 -648
82 758 -623
367 218 -738
804 852 -179
52 303 451
444 437 975
585 41 247
895 322 650
146 675 -241
467 199 623
634 668 -968
311 500 517
532 66 839
43 22 -994
150 749 -191
890 458 487
774 627 11
560 841 -945
861 341 916
922 322 -22
67 916 33
881 743 679
528 12 -327
213 627 85
513 246 766
537 23 -562
808 802 196
467 350 509
515 140 998
613 158 878
734 753 -182
758 201 596
74 270 -258
385 613 -637
159 401 -90
438 795 -417
88 684 -202
544 323 -930
447 33 -908
830 463 991
742 910 322
660 159 -78
531 179 -356
524 89 758
520 238 754
537 49 -257
674 556 -729
471 130 257
590 80 -436
25 893 868
665 143 27
536 278 978
289 560 143
885 396 198
372 467 -176
898 212 721
890 15 -329
451 553 -987
246 221 129
695 740 -83
511 859 -724
441 765 -398
298 698 717
366 314 -108
652 583 222
854 352 -718
481 65 896
611 96 -820
215 548 -171
230 388 -673
107 716 -787
593 43 488
110 797 -422
352 726 -866
411 296 -934
729 131 721
63 694 861
857 722 -488
404 907 -789
573 710 -614
278 187 953
251 205 892
647 146 370
145 43 -859
141 31 -116
374 116 685
649 44 -150
743 453 60
254 461 -601
154 217 217
561 57 287
655 422 663
362 257 -139
908 345 -578
52 336 -52
755 437 193
600 315 -152
362 30 -752
96 45 664
904 431 -297
722 491 -910
897 712 109
366 850 -87
103 806 271
28 905 902
112 330 424
463 178 -122
341 640 -303
368 713 421
358 456 -558
584 354 -260
892 570 369
714 421 931
120 296 -754
527 870 -126
484 623 -435
186 439 -811
874 734 -513
500 529 -377
379 288 316
348 851 245
141 127 -680
367 20 -251
912 632 -55
756 477 138
351 883 614
471 621 298
423 529 350
272 529 898
65 532 177
227 573 -245
659 723 325
736 809 -34
908 372 700
345 479 742
93 881 -894
507 616 68
706 266 643
326 288 933
41 799 -104
526 314 -707
167 307 501
464 395 -684
659 160 912
632 269 -366
147 284 -985
473 113 259
538 798 -201
60 904 870
52 548 -84
697 422 718
257 468 -99
59 255 19
195 670 -269
693 508 320
927 556 -225
777 378 697
202 594 178
869 396 -622
545 741 245
107 432 190
810 728 544
124 57 -835
630 449 -790
370 77 828
906 876 380
275 894 802
843 492 -267
717 257 672
358 315 -371
527 923 776
805 142 -314
193 478 28
825 279 940
759 129 -241
381 909 666
341 293 -938
354 774 427
90 429 -288
3 7 308
36 539 342
308 808 -152
527 245 21
249 112 591
226 659 358
616 465 240
176 591 680
827 233 -301
177 65 -15
219 616 -412
654 88 912
681 645 341
916 683 887
847 597 581
641 130 -983
159 613 -193
63 451 519
292 3 -963
177 921 536
448 602 463
699 12 -576
511 874 -102
86 577 -773
36 653 291
237 31 -947
55 147 19
12 197 548
135 864 47
159 236 852
580 781 -137
564 805 -3
147 882 47
858 672 903
385 408 -344
925 214 191
495 562 648
23 742 -865
456 269 432
173 864 -387
81 543 779
908 860 -556
7 533 -723
910 403 84
246 147 -662
814 69 902
272 71 -52
228 724 -538
216 923 -786
191 434 365
392 702 765
432 62 -11
881 570 -111
665 18 -565
149 348 -472
338 581 -339
144 893 -630
405 439 330
125 859 -753
257 609 864
230 705 -875
797 871 993
330 99 -650
257 252 -314
616 455 -760
818 305 -677
887 317 510
303 174 -319
920 561 -904
107 42 -229
779 797 -115
906 540 570
637 900 741
625 585 684
926 238 -145
85 625 8
887 9 -710
67 17 920
322 706 634
189 234 -628
724 248 516
346 842 -400
190 160 739
893 767 -580
296 359 -76
438 274 -61
435 268 -832
504 299 585
352 730 -608
636 770 896
39 450 570
121 821 -626
432 396 -518
595 155 523
234 515 -623
427 528 -392
642 231 539
602 391 618
190 801 115
201 163 -992
699 365 101
73 666 -591
177 596 450
254 177 131
98 260 950
131 191 -75
296 904 108
415 916 -110
142 574 -343
348 322 625
111 66 -916
484 526 472
476 912 340
748 159 351
288 225 -573
853 651 393
35 907 -855
251 560 -577
626 442 630
72 433 -208
871 1 -148
476 280 630
556 353 -14
889 906 877
445 354 127
831 795 935
863 741 761
311 896 383
191 591 484
628 565 -99
892 120 465
130 171 -204
497 517 -285
440 8 -241
632 40 728
188 94 700
578 289 138
1 514 211
506 126 -923
197 53 723
349 649 832
518 575 -392
748 770 361
591 308 763
160 692 -821
820 408 -113
508 911 -872
120 614 -44
221 668 -326
78 192 165
861 456 -282
128 736 -624
205 527 22
293 819 635
284 567 -907
463 558 87
678 923 -364
616 354 -525
683 640 -895
659 308 915
874 707 801
560 45 -123
571 627 -335
698 451 383
580 20 205
566 175 534
671 404 -849
808 720 -802
20 469 991
118 246 61
766 23 -316
130 444 716
171 46 -792
37 1 -91
744 293 -841
888 281 246
263 432 935
156 487 359
25 660 -686
861 486 -102
883 479 810
350 63 -698
866 95 593
20 702 694
481 742 -335
814 641 -746
124 527 -55
692 453 -75
3 553 -816
703 204 525
758 521 174
925 792 821
645 62 633
737 82 35
162 31 582
677 704 -914
238 784 181
806 223 40
189 581 -834
379 550 466
107 129 -156
581 505 391
588 612 -138
77 10 -951
692 450 -548
722 25 -521
579 381 -221
262 235 -867
539 392 872
651 161 -845
156 849 500
39 461 80
794 419 533
699 635 -235
918 812 445
530 731 395
350 850 -862
713 461 -215
324 96 760
780 916 -347
478 55 317
797 281 101
549 756 -951
903 496 384
420 619 509
792 463 -506
858 204 571
232 866 -488
711 427 -993
655 788 593
487 231 -998
669 784 -776
495 383 217
35 318 972
277 684 -518
572 57 -845
733 163 322
483 692 284
545 204 78
328 121 179
739 226 325
342 765 805
349 369 119
285 93 -560
346 567 -677
872 460 89
242 302 -408
452 59 -630
219 788 514
445 31 340
301 669 -41
350 47 -303
556 361 80
340 338 -889
617 468 -556
593 50 -792
868 312 292
754 871 333
775 610 -805
564 388 972
821 357 -693
605 366 289
449 796 903
48 380 104
160 774 -817
250 549 -718
781 236 675
269 680 364
153 611 526
375 51 139
78 40 -892
527 707 -354
539 104 402
27 679 95
176 282 260
772 648 967
314 406 444
898 260 302
845 120 935
387 404 514
457 376 -901
408 282 894
539 709 21
349 829 -843
477 925 -203
567 150 521
528 810 -599
920 129 797
366 327 -71
183 874 -732
579 479 -9
90 688 -603
783 94 -899
406 96 -580
154 315 831
109 231 -952
764 432 -630
642 864 795
549 591 159
926 231 -656
438 511 198
98 337 158
150 624 686
685 117 -378
902 916 80
723 310 308
174 415 -69
113 788 -37
387 533 -21
710 827 -810
119 900 -219
654 42 -302
123 517 -167
2 484 73
112 593 -353
584 190 -637
94 664 140
232 175 81
773 210 738
682 594 -130
882 71 243
133 198 -864
402 324 359
734 5 -793
45 112 582
418 285 -39
2 735 93
560 456 -885
753 314 -542
309 872 -275
764 212 665
513 727 995
874 619 -966
164 605 21
369 540 759
12 619 -175
924 236 -475
747 870 -458
784 890 -265
436 568 -650
279 526 313
78 521 568
619 128 -616
172 185 -502
394 381 815
402 786 -534
745 592 -671
174 8 212
840 494 105
182 174 -34
372 287 68
920 290 -875
432 722 778
645 911 424
854 547 204
846 931 -485
614 415 -106
168 772 -102
778 533 -318
194 838 -151
442 465 591
800 561 357
525 250 -465
14 99 382
884 912 464
415 274 -97
623 314 253
495 160 288
386 330 817
879 562 -353
358 112 990
283 70 -518
14 418 -194
645 185 784
735 665 575
382 196 812
828 370 986
79 850 -957
9 816 -114
269 171 176
85 122 -730
265 259 423
847 765 700
165 562 448
836 502 -70
98 537 85
408 726 -467
795 566 -207
185 46 -719
458 883 432
388 587 -57
391 20 -262
6 336 837
29 96 -769
907 276 648
525 410 182
390 808 -605
464 126 -789
424 931 -613
504 588 650
295 209 -801
211 140 -985
407 4 -552
383 67 388
185 314 604
689 291 902
838 696 -436
356 217 680
873 489 802
925 425 978
109 440 931
688 909 699
775 466 584
869 226 553
23 177 608
859 900 -14
326 655 -648
85 667 -749
175 492 -137
877 616 -677
338 928 -369
699 522 368
54 140 -91
673 360 -691
821 748 -302
454 200 -831
313 382 -725
362 471 -555
749 832 -266
231 274 -236
109 301 -449
438 194 143
832 754 -698
809 805 426
384 430 375
602 859 -231
447 312 -660
621 556 357
708 613 -919
141 789 -157
764 246 -209
916 710 270
439 524 6
459 761 34
303 676 -243
122 523 -754
346 143 465
231 714 -474
185 483 -86
930 583 -764
924 481 165
320 182 839
718 259 437
858 126 -955
405 171 -94
544 741 -197
558 509 998
220 159 433
215 719 988
881 545 690
738 195 46
181 396 813
524 769 233
761 437 -967
789 276 -696
907 260 461
794 746 -300
714 820 -841
536 560 -894
843 864 -36
491 209 -235
573 545 260
209 455 -730
930 172 -867
719 483 669
204 852 442
503 214 -687
31 597 188
93 255 742
228 116 -809
164 500 160
399 4 -1000
769 148 506
523 442 -873
598 393 -789
588 535 170
145 370 39
642 466 -738
64 231 -348
869 716 142
200 376 -469
204 187 -443
621 405 385
136 761 506
818 324 988
580 38 493
687 527 528
631 859 -33
345 757 781
276 790 279
173 391 -630
533 636 -146
687 266 119
135 693 343
898 311 -321
185 84 -56
391 640 -663
573 552 -361
671 175 -112
661 345 -163
870 829 -15
788 682 515
18 134 -613
210 759 -396
829 769 396
261 349 -47
484 823 -723
543 159 340
569 502 -595
526 363 -808
726 629 146
295 366 936
448 851 -108
855 284 -168
8 929 -583
414 862 -296
531 121 303
527 832 -894
155 234 -545
379 630 -269
911 565 813
284 184 771
574 213 -287
230 629 -517
185 691 -829
709 47 188
890 352 -275
615 878 -714
381 61 -918
129 323 -594
911 379 413
466 694 468
336 802 -33
741 835 572
801 782 -382
114 297 736
754 723 -328
585 298 -987
697 903 698
890 615 -80
877 33 58
346 218 997
381 878 844
640 207 55
798 592 -503
631 663 -721
431 530 84
478 45 -354
921 448 -171
595 612 683
546 544 286
779 337 -366
200 909 833
102 348 561
167 297 -680
761 159 -687
70 815 371
2 512 -471
608 576 -442
712 756 984
512 558 993
729 564 281
764 152 829
722 477 302
49 693 -783
907 336 -121
433 830 153
510 550 824
253 166 906
721 172 -890
451 378 -307
230 305 -699
796 703 474
357 437 567
435 530 790
300 350 -447
294 287 -589
330 566 401
332 120 -169
762 380 594
908 566 139
643 211 -591
786 653 -875
61 706 8
437 644 558
83 917 -144
26 747 -266
343 644 471
364 479 -657
241 338 204
782 57 -991
537 238 293
102 448 -343
126 773 385
393 61 750
631 253 -996
667 569 -877
549 227 160
519 85 -959
530 49 613
514 239 -697
510 299 -442
65 38 728
663 918 -494
571 796 939
237 679 -961
292 244 731
262 167 -178
266 719 337
439 858 -383
919 42 835
268 742 393
387 792 -879
517 49 239
422 432 38
662 304 -691
109 255 596
116 773 903
866 523 37
901 346 840
803 126 824
903 778 891
84 399 206
231 521 392
212 324 -458
590 673 610
195 879 -269
790 443 -948
573 299 -272
228 931 540
729 625 -585
369 333 435
274 320 812
178 587 -869
243 99 -368
172 621 10
509 136 471
678 145 252
391 658 -20
668 830 405
25 477 184
145 72 571
187 611 -130
617 885 687
83 484 395
357 548 57
827 240 890
539 249 -481
386 640 -22
809 167 329
917 525 -326
754 538 -181
683 830 -112
323 746 -994
425 347 -68
284 934 382
280 253 850
11 244 -407
721 43 -685
557 178 458
686 911 -904
433 208 339
584 210 788
537 853 697
156 21 489
287 420 833
613 776 -159
210 331 770
485 814 -740
630 526 24
422 560 283
691 25 158
678 529 829
352 391 -96
345 475 -181
129 694 -412
890 126 -566
181 761 361
465 542 175
477 525 385
580 357 224
471 214 701
368 734 240
630 646 519
459 920 451
82 679 391
719 781 529
40 241 461
218 271 467
376 130 659
663 349 824
408 729 523
612 828 275
663 242 632
356 379 794
533 212 -667
541 114 41
228 842 -474
574 125 -644
737 181 -620
755 621 462
38 204 180
294 640 -865
353 766 169
664 814 -409
683 511 -107
118 461 -8
354 206 -438
395 298 702
177 114 768
49 729 -713
525 648 -549
154 291 960
819 975
689 341 -97
177 246 261
408 155 -378
702 657 -271
336 629 678
219 86 -488
596 638 513
563 139 -49
715 545 355
486 245 820
399 221 263
585 71 52
411 662 -337
373 529 413
528 495 989
326 258 -607
364 718 949
72 240 301
78 347 755
571 233 -832
366 640 -689
557 525 -467
370 118 973
305 624 -917
17 701 981
120 173 167
363 780 -947
504 266 -50
534 155 965
97 494 -89
715 619 79
573 785 17
498 714 492
647 248 265
556 542 826
516 721 68
756 621 725
324 61 582
26 550 962
545 792 691
27 767 890
571 683 -75
528 22 394
458 190 -327
450 209 843
470 483 -245
799 463 102
147 35 876
35 216 684
69 102 -432
561 41 -346
649 147 917
54 702 -733
553 359 568
30 748 831
773 525 -480
500 770 -708
663 796 197
298 679 -725
655 238 604
301 85 113
631 27 252
769 358 521
67 302 -19
692 89 -451
245 452 543
191 286 62
502 590 -415
630 93 358
30 437 444
192 53 -606
286 250 -686
740 281 -931
269 552 -814
384 237 -636
303 478 -467
516 308 -733
316 57 744
54 347 70
280 589 -381
208 805 -198
168 461 -152
257 681 -150
225 333 -356
609 494 404
397 511 600
391 669 -479
247 706 226
508 402 62
384 682 127
472 541 42
18 428 892
798 208 -525
304 800 345
299 510 762
376 385 307
315 392 6
780 219 478
615 693 -540
781 390 -894
471 348 664
460 27 -327
220 379 -819
603 763 547
474 650 276
187 782 995
522 205 -61
742 569 1000
84 407 -22
619 91 494
283 25 -238
127 192 268
183 537 216
581 746 364
733 246 127
205 53 983
99 646 -297
311 425 821
181 522 -287
801 554 594
189 547 610
787 545 -748
258 713 936
152 34 100
739 226 334
680 194 583
418 271 310
667 206 -185
800 695 -272
225 503 -773
638 24 258
18 208 943
29 116 643
175 722 70
572 566 -370
424 642 879
65 684 -854
816 33 -909
576 547 487
96 105 -380
70 53 -459
360 604 677
536 703 -382
337 334 167
539 438 724
58 449 -66
672 331 429
519 636 -90
798 111 -138
231 646 362
207 292 -473
306 602 711
630 144 -811
612 308 -571
371 214 -377
85 130 593
372 501 -669
266 158 788
283 18 -926
36 156 -412
414 38 -498
189 8 -211
276 14 -428
259 299 270
12 443 -886
313 355 -219
518 450 262
202 596 -407
745 235 -888
373 218 174
247 379 -809
371 30 -991
810 338 429
788 356 -797
334 318 -600
702 353 -492
59 21 564
698 311 -851
113 349 -709
80 466 584
231 806 128
585 698 0
723 376 -637
786 391 -943
521 1 -666
389 313 -349
323 333 798
687 99 138
50 553 -51
342 755 730
325 175 -16
705 460 -630
755 218 114
111 3 -319
518 101 -805
297 78 658
618 114 -801
799 625 169
68 56 618
569 362 -560
646 600 6
436 763 -72
172 646 41
644 814 340
776 805 822
125 302 272
465 752 365
719 214 364
688 360 986
574 298 -842
341 187 -214
278 548 933
332 343 284
622 76 608
675 662 239
292 755 369
426 542 841
324 206 -932
336 353 868
558 493 -892
50 227 -205
355 580 480
670 420 812
680 148 516
63 632 978
411 321 498
315 319 -497
207 27 -734
610 167 30
641 105 908
305 40 -453
45 537 -699
212 310 127
803 373 258
627 632 32
92 162 -894
163 221 315
359 696 530
515 770 -449
498 772 655
7 427 -867
229 255 -488
715 349 181
638 184 644
250 225 -606
213 53 -22
294 233 -256
707 526 727
428 786 -61
325 771 943
422 234 -248
678 145 830
494 154 265
268 145 569
651 60 -824
777 688 339
754 715 -498
478 501 -775
107 552 893
275 482 39
810 415 -344
155 224 -602
660 542 384
241 434 -488
188 297 -498
161 745 -335
735 106 523
521 228 583
240 602 -455
168 256 -629
554 244 180
612 263 544
245 248 382
59 771 940
105 446 -769
353 609 931
215 146 99
2 263 -740
38 203 365
739 309 -287
445 583 -679
102 707 -69
783 219 12
161 807 61
283 103 -503
555 615 358
660 431 900
487 170 -913
651 522 -168
138 614 142
222 412 629
140 582 86
663 578 680
224 132 255
727 296 -465
224 216 86
107 296 800
638 422 717
694 345 -450
225 571 -706
711 669 800
341 278 565
657 23 377
224 806 -796
638 410 -889
68 782 590
718 72 -697
598 177 859
324 352 -11
306 745 779
784 327 10
489 462 -41
570 819 877
339 475 -599
112 304 -550
289 441 964
399 776 527
283 783 -225
466 768 -948
212 281 303
785 280 -144
97 186 -455
366 611 608
187 313 170
109 9 -375
279 504 295
9 290 228
310 810 -620
674 740 459
755 725 298
285 421 11
249 284 -71
381 259 757
677 774 453
782 112 765
386 453 -143
666 446 499
766 99 89
142 540 -607
489 407 332
685 126 729
407 113 -821
658 60 342
260 86 -94
585 7 681
179 348 -203
629 53 455
666 540 -579
200 289 -990
309 304 -159
299 152 526
401 374 -983
151 556 -714
74 409 -778
498 527 -828
288 332 26
738 433 270
486 256 -162
637 818 -23
687 652 -567
279 601 -39
185 608 -438
445 256 -47
372 647 943
371 41 967
504 416 -856
6 797 -934
152 453 -754
259 713 -433
685 98 572
304 319 717
644 37 -310
70 796 699
480 363 563
48 682 64
454 237 -215
281 292 -656
131 264 675
81 271 -191
177 633 -959
797 55 -231
81 228 -115
188 439 -820
369 222 -469
740 701 -651
50 736 982
499 711 -644
626 94 -17
325 705 256
624 573 -171
759 3 896
331 166 747
93 223 128
562 509 -853
444 384 -191
700 228 513
581 651 724
698 740 -761
668 633 41
779 680 283
96 62 460
181 522 875
609 224 187
521 377 -458
673 385 479
694 60 24
313 780 362
572 655 25
59 246 44
570 97 870
653 282 947
125 461 -380
451 672 461
398 417 726
397 113 -128
629 418 692
37 787 189
591 641 -320
217 420 124
300 728 363
433 309 146
45 321 -373
526 273 767
229 634 -379
643 332 -903
489 677 607
99 610 468
782 470 533
590 369 -721
536 575 -907
696 729 122
683 301 -342
438 403 -890
472 656 -390
602 773 736
624 27 678
203 207 -146
722 401 494
774 289 -19
217 526 -976
238 86 -928
211 138 192
334 731 -434
466 257 518
813 650 -453
225 272 -777
600 650 -605
788 387 694
80 517 472
612 501 611
552 638 141
489 780 534
471 515 -517
188 368 534
86 424 -251
699 349 456
165 378 -386
669 606 -834
451 124 -833
77 185 303
784 545 91
570 248 411
621 745 949
49 480 718
271 147 -736
508 85 -473
254 671 -799
115 114 -805
453 451 -579
689 567 -914
363 239 -855
141 662 -421
763 229 -447
303 443 -612
91 630 -130
52 532 388
258 734 269
101 345 980
349 527 353
109 438 925
426 75 959
732 205 -641
671 726 -538
462 143 -187
74 728 -331
395 266 -401
137 430 520
453 129 823
661 393 445
707 485 -289
178 104 452
259 389 -532
185 128 -844
169 536 -50
807 333 -630
15 549 -874
368 688 397
380 588 873
297 350 980
512 356 347
293 594 975
197 180 936
816 196 971
99 754 -763
440 88 -813
79 552 975
716 805 2
208 326 195
144 429 843
230 15 -702
676 815 904
711 601 273
76 522 930
19 147 -844
237 284 -687
98 338 17
603 229 -412
276 734 196
607 295 -806
626 397 2
165 98 -141
465 283 -265
774 448 -638
569 662 -653
8 568 711
711 329 316
195 583 393
404 592 -263
601 36 638
641 346 -259
151 787 160
222 183 706
762 498 -802
161 814 -922
308 398 -711
63 710 -84
432 253 -619
324 521 227
77 89 -781
722 686 290
132 571 -580
378 467 692
804 759 -459
540 259 -126
497 322 -351
669 734 346
771 791 394
545 801 143
308 414 -924
815 471 197
237 459 -700
109 764 -4
676 640 -634
625 712 835
416 614 -58
87 569 -539
273 539 146
803 531 954
201 571 -619
486 797 -177
694 663 -949
606 515 -404
390 149 548
773 513 -198
393 547 -494
176 231 -86
550 297 -353
454 358 322
584 119 -191
248 393 -916
38 725 870
132 166 558
818 674 -810
415 314 -549
710 759 -258
380 581 -991
542 436 746
518 88 516
411 273 -348
538 551 362
56 634 -895
400 505 -497
643 51 -504
781 729 -289
297 384 808
44 505 -9
644 795 -253
737 290 -308
758 797 723
89 790 -3
86 457 294
469 653 -907
677 109 -749
316 358 -977
178 689 755
87 146 348
739 654 916
209 567 -721
700 704 808
418 754 673
538 193 919
334 399 570
88 16 587
681 632 305
231 115 703
85 64 879
468 258 754
149 390 -708
598 636 -332
375 488 -400
606 653 -427
752 767 516
252 493 -228
391 600 282
397 665 848
429 301 797
20 180 85
9 308 665
485 248 -61
270 269 -854
277 254 -796
518 446 358
734 45 215
275 769 -152
563 10 -124
394 654 -558
525 774 609
648 379 -981
183 51 -933
107 104 -776
458 260 -390
349 356 -248
434 258 -574
233 576 -894
611 800 -105
502 772 654
728 689 -799
708 66 701
144 113 151
687 694 -726
723 249 940
771 195 515
560 426 -271
471 748 430
294 424 365
307 591 -386
645 711 228
662 674 805
446 54 835
345 362 -232
315 447 800
372 415 -554
157 207 -946
747 182 -669
452 167 640
432 645 807
729 157 -931
302 709 -335
25 344 688
623 39 441
37 814 492
816 800 361
606 356 -833
453 3 -285
179 296 22
209 759 -593
676 201 -97
444 130 -315
483 171 -163
425 367 -178
657 717 -665
325 454 16
227 626 53
178 617 243
819 78 -188
426 17 517
653 284 644
541 582 -811
397 78 379
726 813 792
729 351 -530
664 16 -875
613 313 594
693 352 -50
85 448 -7
724 29 -331
124 795 141
139 91 -141
596 519 -473
579 568 752
18 785 -721
297 506 -720
590 158 104
195 795 815
445 570 96
418 792 664
652 620 -307
794 309 -85
740 795 -834
103 785 -564
398 530 -687
317 97 553
671 512 311
17 580 225
26 631 710
116 416 174
765 448 -822
333 491 -927
732 580 -688
701 599 459
183 654 785
636 339 -832
465 111 657
202 112 571
254 71 -416
203 581 919
371 751 -73
738 233 759
479 696 -892
532 709 -915
290 540 277
680 177 402
593 16 -605
712 720 415
547 239 -86
70 215 -958
557 249 -644
82 128 -757
713 130 -317
589 23 -383
310 628 -874
667 394 -344
701 445 438
508 247 190
609 779 860
597 652 -517
739 673 244
150 347 -570
602 627 281
6 402 -722
731 176 120
61 643 444
77 751 778
606 145 17
216 210 -69
671 631 -510
740 654 319
54 531 773
782 512 639
465 370 -558
206 237 816
221 486 658
130 550 -970
631 454 334
817 103 -448
242 356 473
318 281 -771
333 697 309
458 684 -516
683 798 -276
267 348 -315
389 734 -249
93 50 378
